p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
2.97867873042e-06	0.000131061864139	GO:0044438	c	3	microbody part	30; 1428; 1962; 2168; 8528; 51179; 23600; 26061	AMACR; HACL1; CRYM; ACAA1; DDO; FABP1; HAO2; EHHADH	101	66
2.97867873042e-06	5.36162171476e-05	GO:0044439	c	4	peroxisomal part	30; 1428; 1962; 2168; 8528; 51179; 23600; 26061	AMACR; HACL1; CRYM; ACAA1; DDO; FABP1; HAO2; EHHADH	101	66
3.60951313859e-06	0.000175662972745	GO:1901575	b	3	organic substance catabolic process	30; 34; 338; 1066; 1075; 1116; 1373; 1428; 1579; 1890; 1962; 2168; 2710; 2731; 3081; 4126; 5169; 5641; 8528; 8635; 8659; 8942; 8972; 10924; 80896; 66002; 51179; 23475; 23600; 26061; 26007; 64902	MGAM; HACL1; AGXT2; CHI3L1; FABP1; RNASET2; ACADM; QPRT; KYNU; APOB; CYP4F12; EHHADH; GLDC; ACAA1; CTSC; ENPP3; CES1; CRYM; DDO; CYP4A11; HGD; GK; NPL; SMPDL3A; ALDH4A1; MANBA; LGMN; AMACR; TKFC; TYMP; HAO2; CPS1	2245	1066
7.13466230626e-06	0.000433430735105	GO:0043436	b	4	oxoacid metabolic process	30; 34; 1066; 1373; 1428; 1579; 1962; 2168; 2731; 2938; 3081; 8528; 8659; 8876; 8942; 9123; 10861; 80896; 66002; 51179; 23475; 23600; 26061; 64902	HACL1; GSTA1; AGXT2; AMACR; FABP1; ACADM; QPRT; KYNU; CYP4F12; GLDC; ACAA1; VNN1; CES1; SLC26A1; DDO; ALDH4A1; HGD; EHHADH; NPL; CYP4A11; CRYM; SLC16A3; HAO2; CPS1	1179	677
9.97018027454e-06	0.000363911580021	GO:0006082	b	3	organic acid metabolic process	30; 34; 1066; 1373; 1428; 1579; 1962; 2168; 2731; 2938; 3081; 8528; 8659; 8876; 8942; 9123; 10861; 80896; 66002; 51179; 23475; 23600; 26061; 64902	HACL1; GSTA1; AGXT2; AMACR; FABP1; ACADM; QPRT; KYNU; CYP4F12; GLDC; ACAA1; VNN1; CES1; SLC26A1; DDO; ALDH4A1; HGD; EHHADH; NPL; CYP4A11; CRYM; SLC16A3; HAO2; CPS1	1199	690
1.28036484749e-05	0.000674325486346	GO:0019752	b	5	carboxylic acid metabolic process	30; 34; 1066; 1373; 1428; 1579; 1962; 2168; 2731; 66002; 2938; 3081; 8528; 8659; 8876; 8942; 9123; 80896; 51179; 23475; 23600; 26061; 64902	HACL1; GSTA1; AGXT2; FABP1; ACADM; QPRT; KYNU; CYP4F12; GLDC; ACAA1; VNN1; CES1; CRYM; DDO; ALDH4A1; HGD; EHHADH; NPL; CYP4A11; AMACR; SLC16A3; HAO2; CPS1	1088	651
2.0207073799e-05	0.000242484885588	GO:0042579	c	4	microbody	30; 1428; 1962; 2168; 8528; 51179; 23600; 26061	AMACR; HACL1; CRYM; ACAA1; DDO; FABP1; HAO2; EHHADH	139	85
2.0207073799e-05	0.000151553053493	GO:0005777	c	5	peroxisome	30; 1428; 1962; 2168; 8528; 51179; 23600; 26061	AMACR; HACL1; CRYM; ACAA1; DDO; FABP1; HAO2; EHHADH	139	85
3.68232868376e-05	0.00178961174031	GO:0043574	b	4	peroxisomal transport	30; 1962; 8528; 51179; 23600; 26061	HACL1; AMACR; ACAA1; DDO; HAO2; EHHADH	69	46
4.49102787276e-05	0.0016901382196	GO:0015711	b	5	organic anion transport	368; 771; 1066; 1579; 2168; 6520; 9123; 9356; 10861; 377677; 94081	CYP4A11; SLC3A2; SLC16A3; SFXN1; CA13; CA12; CES1; SLC26A1; SLC22A6; FABP1; ABCC6	505	186
4.76050315389e-05	0.00139006692093	GO:0044255	b	3	cellular lipid metabolic process	30; 34; 338; 1066; 1373; 1579; 1962; 2168; 2710; 2938; 3158; 5950; 7276; 10924; 66002; 51179; 23600; 26061	HMGCS2; SMPDL3A; CYP4A11; CYP4F12; GK; GSTA1; CPS1; CES1; AMACR; ACAA1; RBP4; TTR; FABP1; APOB; HAO2; HACL1; EHHADH; ACADM	1089	466
5.12010341715e-05	0.00207364188394	GO:0019395	b	4	fatty acid oxidation	30; 34; 1962; 2168; 51179; 23600; 26061	HACL1; AMACR; ACAA1; FABP1; HAO2; EHHADH; ACADM	105	71
6.13544909334e-05	0.00142974523564	GO:0034440	b	3	lipid oxidation	30; 34; 1962; 2168; 51179; 23600; 26061	HACL1; AMACR; ACAA1; FABP1; HAO2; EHHADH; ACADM	110	73
6.43722599495e-05	0.0016901382196	GO:0006820	b	5	anion transport	368; 771; 1066; 1579; 2168; 5169; 6520; 9123; 9356; 10861; 377677; 94081	CYP4A11; SLC3A2; SLC16A3; SFXN1; CA13; CA12; ENPP3; CES1; SLC26A1; SLC22A6; FABP1; ABCC6	657	229
7.12322465699e-05	0.00142974523564	GO:0006629	b	3	lipid metabolic process	12; 30; 34; 338; 1066; 1373; 1579; 1962; 2168; 2710; 2938; 3158; 5641; 5950; 7276; 10924; 66002; 51179; 23600; 26061	HMGCS2; SERPINA3; APOB; LGMN; CYP4F12; GK; GSTA1; CPS1; CES1; AMACR; ACAA1; SMPDL3A; RBP4; TTR; FABP1; CYP4A11; HAO2; HACL1; EHHADH; ACADM	1430	574
7.31013982063e-05	0.0016901382196	GO:1901606	b	5	alpha-amino acid catabolic process	1428; 2731; 3081; 8528; 8659; 8942; 64902	KYNU; ALDH4A1; GLDC; AGXT2; CRYM; DDO; HGD	105	75
7.48795413746e-05	0.0016901382196	GO:0015849	b	5	organic acid transport	368; 1066; 1579; 2168; 6520; 9123; 9356; 10861; 94081	CYP4A11; SLC3A2; SLC16A3; SFXN1; CES1; SLC26A1; SLC22A6; FABP1; ABCC6	352	131
7.83422046928e-05	0.00142974523564	GO:0044248	b	3	cellular catabolic process	30; 34; 338; 1075; 1116; 1373; 1428; 1579; 1890; 1962; 2168; 2710; 2731; 3081; 4126; 5169; 5641; 8528; 8635; 8659; 8942; 8972; 10924; 80896; 66002; 51179; 23475; 23600; 26061; 26007; 64902	HACL1; AGXT2; CHI3L1; FABP1; RNASET2; ACADM; QPRT; KYNU; APOB; CYP4F12; EHHADH; MGAM; ACAA1; CTSC; ENPP3; CRYM; DDO; CYP4A11; HGD; GK; NPL; SMPDL3A; ALDH4A1; MANBA; LGMN; AMACR; TKFC; CPS1; TYMP; HAO2; GLDC	2438	1168
8.21577691501e-05	0.0027933641511	GO:0007586	b	2	digestion	12; 1890; 2168; 5950; 8972	TYMP; SERPINA3; RBP4; MGAM; FABP1	138	33
9.37330378971e-05	0.00262452506112	GO:0016829	m	2	lyase activity	771; 1962; 2731; 8635; 80896; 377677; 26061; 26007	NPL; HACL1; EHHADH; GLDC; CA13; CA12; TKFC; RNASET2	194	105
0.0001143333481	0.00377762618518	GO:0007031	b	4	peroxisome organization	30; 1962; 8528; 51179; 23600; 26061	HACL1; AMACR; ACAA1; DDO; HAO2; EHHADH	84	56
0.000124366294162	0.00377762618518	GO:0006631	b	4	fatty acid metabolic process	30; 34; 1066; 1579; 1962; 2168; 2938; 66002; 51179; 23600; 26061	CYP4A11; CYP4F12; GSTA1; CES1; AMACR; ACAA1; FABP1; HAO2; HACL1; EHHADH; ACADM	387	208
0.000124678301187	0.00282604149357	GO:0009056	b	2	catabolic process	30; 34; 338; 1066; 1075; 1116; 1373; 1428; 1579; 1890; 1962; 2168; 2710; 2731; 3081; 4126; 5169; 5641; 8528; 8635; 8659; 8942; 8972; 10924; 51179; 80896; 66002; 23475; 23600; 26061; 26007; 64902	MGAM; HACL1; AGXT2; CHI3L1; FABP1; RNASET2; ACADM; QPRT; KYNU; APOB; CYP4F12; EHHADH; GLDC; ACAA1; CTSC; ENPP3; CES1; CRYM; DDO; CYP4A11; HGD; GK; NPL; SMPDL3A; ALDH4A1; MANBA; LGMN; AMACR; TKFC; TYMP; HAO2; CPS1	2717	1255
0.000130285767233	0.0011725719051	GO:0005775	c	4	vacuolar lumen	12; 338; 1075; 4126; 5641; 7276; 8635; 11240	SERPINA3; APOB; MANBA; LGMN; TTR; CTSC; PADI2; RNASET2	173	110
0.000137990976593	0.00455370222756	GO:0045177	c	2	apical part of cell	368; 1579; 2168; 5169; 5641; 5745; 6520; 8972; 9123; 66002	PTH1R; CYP4A11; LGMN; SLC3A2; MGAM; ENPP3; CYP4F12; FABP1; ABCC6; SLC16A3	415	175
0.000209151275693	0.00413073769494	GO:0051791	b	5	medium-chain fatty acid metabolic process	34; 1066; 1579	CES1; CYP4A11; ACADM	14	9
0.0002335698225	0.003269977515	GO:0016491	m	2	oxidoreductase activity	30; 34; 1356; 1428; 1579; 1962; 2731; 2938; 3081; 8528; 8659; 51179; 66002; 254295; 58472	HAO2; CYP4A11; CYP4F12; GLDC; GSTA1; PHYHD1; CRYM; ACAA1; SQOR; DDO; ALDH4A1; HGD; CP; EHHADH; ACADM	759	388
0.000249658352071	0.00674077550591	GO:0009063	b	4	cellular amino acid catabolic process	1428; 2731; 3081; 8528; 8659; 8942; 64902	KYNU; ALDH4A1; GLDC; AGXT2; CRYM; DDO; HGD	124	91
0.00048843464996	0.00792349543269	GO:0022600	b	3	digestive system process	12; 1890; 2168; 5950	TYMP; SERPINA3; RBP4; FABP1	99	27
0.000577089716135	0.0121188840388	GO:0008410	m	4	CoA-transferase activity	30; 23600	AMACR; ACAA1	5	3
0.000577089716135	0.0121188840388	GO:0016713	m	4	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen	1579; 66002	CYP4F12; CYP4A11	9	3
0.000577089716135	0.012695973755	GO:0018685	m	5	alkane 1-monooxygenase activity	1579; 66002	CYP4F12; CYP4A11	5	3
0.000692504809028	0.0168278668594	GO:0036230	b	4	granulocyte activation	12; 30; 1075; 1116; 3848; 4126; 5169; 7276; 8635; 8876; 8972; 11240	SERPINA3; MANBA; TTR; MGAM; CTSC; ACAA1; ENPP3; KRT1; PADI2; CHI3L1; VNN1; RNASET2	509	295
0.000829812401732	0.00597464929247	GO:0070062	c	4	extracellular exosome	12; 338; 1075; 1116; 1292; 1293; 1356; 1428; 1474; 2168; 2710; 2938; 3081; 3848; 3881; 5104; 5169; 5641; 5950; 6520; 7276; 8635; 8972; 9356; 10924; 11240; 51056; 117159; 23475; 26007	KRT31; LAP3; GSTA1; KRT1; CHI3L1; FABP1; RNASET2; QPRT; SERPINA3; APOB; SERPINA5; TTR; MGAM; CST6; CTSC; ENPP3; CRYM; PADI2; RBP4; HGD; CP; GK; SMPDL3A; LGMN; SLC3A2; TKFC; SLC22A6; COL6A3; COL6A2; DCD	2146	1258
0.000878136671825	0.0150439126404	GO:1903561	c	3	extracellular vesicle	12; 338; 1075; 1116; 1292; 1293; 1356; 1428; 1474; 2168; 2710; 2938; 3081; 3848; 3881; 5104; 5169; 5641; 5950; 6520; 7276; 8635; 8972; 9356; 10924; 11240; 51056; 117159; 23475; 26007	KRT31; LAP3; GSTA1; KRT1; CHI3L1; FABP1; RNASET2; QPRT; SERPINA3; APOB; SERPINA5; TTR; MGAM; CST6; CTSC; ENPP3; CRYM; PADI2; RBP4; HGD; CP; GK; SMPDL3A; LGMN; SLC3A2; TKFC; SLC22A6; COL6A3; COL6A2; DCD	2167	1262
0.000890603323129	0.0146949548316	GO:0043230	c	2	extracellular organelle	12; 338; 1075; 1116; 1292; 1293; 1356; 1428; 1474; 2168; 2710; 2938; 3081; 3848; 3881; 5104; 5169; 5641; 5950; 6520; 7276; 8635; 8972; 9356; 10924; 11240; 51056; 117159; 23475; 26007	KRT31; LAP3; GSTA1; KRT1; CHI3L1; FABP1; RNASET2; QPRT; SERPINA3; APOB; SERPINA5; TTR; MGAM; CST6; CTSC; ENPP3; CRYM; PADI2; RBP4; HGD; CP; GK; SMPDL3A; LGMN; SLC3A2; TKFC; SLC22A6; COL6A3; COL6A2; DCD	2169	1263
0.000948701512759	0.0166549821129	GO:0006635	b	5	fatty acid beta-oxidation	30; 34; 1962; 2168; 23600	AMACR; ACAA1; EHHADH; ACADM; FABP1	75	55
0.00102572131639	0.0150439126404	GO:0016324	c	3	apical plasma membrane	368; 1579; 5169; 5745; 6520; 8972; 9123; 66002	PTH1R; CYP4A11; SLC3A2; MGAM; ENPP3; CYP4F12; ABCC6; SLC16A3	353	149
0.00104496547475	0.0227837211949	GO:0002275	b	4	myeloid cell activation involved in immune response	12; 30; 1075; 1116; 3848; 4126; 5169; 7276; 8635; 8876; 8972; 11240	SERPINA3; MANBA; TTR; MGAM; CTSC; ACAA1; ENPP3; KRT1; PADI2; CHI3L1; VNN1; RNASET2	554	309
0.00114370379256	0.0227837211949	GO:0030277	b	4	maintenance of gastrointestinal epithelium	12; 5950	SERPINA3; RBP4	22	4
0.00114370379256	0.0180705199225	GO:0019405	b	5	alditol catabolic process	2710; 26007	GK; TKFC	8	4
0.00116060180407	0.0528888998895	GO:0050662	m	3	coenzyme binding	34; 1428; 2731; 8528; 8942; 51179; 26061; 58472; 64902	KYNU; HACL1; GLDC; AGXT2; CRYM; SQOR; DDO; HAO2; ACADM	297	189
0.00121888220384	0.0227837211949	GO:1901605	b	4	alpha-amino acid metabolic process	1373; 1428; 2731; 3081; 8528; 8659; 8942; 64902	KYNU; ALDH4A1; GLDC; AGXT2; CRYM; DDO; HGD; CPS1	228	153
0.00129942604618	0.0181919646465	GO:0099516	m	4	ion antiporter activity	6520; 9356; 10861	SLC3A2; SLC26A1; SLC22A6	59	16
0.00159133977406	0.0175047375147	GO:0005615	c	2	extracellular space	12; 338; 1066; 1075; 1116; 1292; 1293; 1356; 1428; 1474; 2168; 2710; 2938; 3081; 3848; 3881; 3892; 5104; 5169; 5641; 5950; 6520; 7276; 8635; 8972; 9356; 10924; 11240; 51056; 117159; 23475; 26007	KRT31; LAP3; GSTA1; KRT1; CHI3L1; FABP1; RNASET2; QPRT; SERPINA3; APOB; SERPINA5; TTR; MGAM; KRT86; CST6; CTSC; ENPP3; CES1; CRYM; PADI2; RBP4; HGD; CP; GK; SMPDL3A; LGMN; SLC3A2; TKFC; SLC22A6; COL6A3; COL6A2; DCD	3423	1431
0.00161115473085	0.0270000056158	GO:0030258	b	4	lipid modification	30; 34; 1962; 2168; 51179; 23600; 26061	HACL1; AMACR; ACAA1; FABP1; HAO2; EHHADH; ACADM	269	124
0.00163608534215	0.00818042671077	GO:0035578	c	5	azurophil granule lumen	12; 1075; 7276; 8635; 11240	TTR; CTSC; SERPINA3; RNASET2; PADI2	91	62
0.00167365003715	0.0284520506316	GO:0003008	b	2	system process	12; 368; 1066; 1075; 1373; 1428; 1579; 1890; 2168; 4634; 5641; 5950; 9356; 66002	SERPINA3; CYP4A11; LGMN; CYP4F12; CTSC; SLC22A6; CES1; CRYM; TYMP; RBP4; MYL3; FABP1; ABCC6; CPS1	2176	419
0.00175346254938	0.0270000056158	GO:0002274	b	4	myeloid leukocyte activation	12; 30; 1075; 1116; 3848; 4126; 5169; 7276; 8635; 8876; 8972; 11240	SERPINA3; MANBA; TTR; MGAM; CTSC; ACAA1; ENPP3; KRT1; PADI2; CHI3L1; VNN1; RNASET2	658	328
0.00182935307288	0.0270000056158	GO:1901616	b	4	organic hydroxy compound catabolic process	1579; 2710; 66002; 26007	CYP4F12; GK; CYP4A11; TKFC	77	38
0.00188652700035	0.0229572697322	GO:0001676	b	5	long-chain fatty acid metabolic process	30; 1579; 66002; 2938; 26061	CYP4F12; HACL1; ACAA1; CYP4A11; GSTA1	122	64
0.00188888928177	0.0528888998895	GO:0070324	m	3	thyroid hormone binding	1428; 7276	CRYM; TTR	7	5
0.00188888928177	0.0270000056158	GO:0046874	b	4	quinolinate metabolic process	8942; 23475	QPRT; KYNU	5	5
0.00188888928177	0.0229572697322	GO:0070327	b	5	thyroid hormone transport	1428; 7276	CRYM; TTR	10	5
0.00188888928177	0.0229572697322	GO:0036101	b	5	leukotriene B4 catabolic process	1579; 66002	CYP4F12; CYP4A11	5	5
0.00188888928177	0.0185487250199	GO:0050051	m	5	leukotriene-B4 20-monooxygenase activity	1579; 66002	CYP4F12; CYP4A11	5	5
0.00203257614765	0.0223583376241	GO:0044437	c	3	vacuolar part	12; 338; 1075; 1356; 4126; 5641; 6520; 7276; 8635; 8876; 11240	SERPINA3; APOB; MANBA; LGMN; SLC3A2; TTR; CTSC; VNN1; PADI2; CP; RNASET2	589	289
0.00208929921968	0.0195001260504	GO:0048037	m	2	cofactor binding	34; 1428; 1579; 2731; 8528; 8942; 51179; 66002; 26061; 58472; 64902	KYNU; CYP4A11; CYP4F12; GLDC; AGXT2; CRYM; SQOR; DDO; HAO2; HACL1; ACADM	512	290
0.002103685563	0.0286101236568	GO:0042445	b	2	hormone metabolic process	30; 1066; 1428; 5950; 7276; 8528	TTR; CES1; CRYM; ACAA1; RBP4; DDO	244	96
0.00214731294841	0.0289887248036	GO:0043312	b	4	neutrophil degranulation	12; 30; 1075; 1116; 3848; 4126; 7276; 8635; 8876; 8972; 11240	SERPINA3; MANBA; TTR; MGAM; CTSC; ACAA1; KRT1; PADI2; CHI3L1; VNN1; RNASET2	490	291
0.00230164368205	0.0336039977579	GO:0006066	b	3	alcohol metabolic process	338; 1066; 2710; 3158; 5745; 5950; 7276; 26007	PTH1R; HMGCS2; APOB; TTR; TKFC; CES1; RBP4; GK	371	169
0.00252374166963	0.0284822274144	GO:0002446	b	5	neutrophil mediated immunity	12; 30; 1075; 1116; 3848; 4126; 7276; 8635; 8876; 8972; 11240	SERPINA3; MANBA; TTR; MGAM; CTSC; ACAA1; KRT1; PADI2; CHI3L1; VNN1; RNASET2	504	297
0.00254111683416	0.0185487250199	GO:0015297	m	5	antiporter activity	6520; 9356; 10861	SLC3A2; SLC26A1; SLC22A6	87	20
0.00275412009436	0.0324887426499	GO:0002366	b	4	leukocyte activation involved in immune response	12; 30; 1075; 1116; 3848; 4126; 5169; 7276; 8635; 8876; 8972; 11240	SERPINA3; MANBA; TTR; MGAM; CTSC; ACAA1; ENPP3; KRT1; PADI2; CHI3L1; VNN1; RNASET2	723	346
0.00280766911789	0.0324887426499	GO:0010885	b	4	regulation of cholesterol storage	338; 1066	CES1; APOB	16	6
0.00280766911789	0.0324887426499	GO:0036102	b	4	leukotriene B4 metabolic process	1579; 66002	CYP4F12; CYP4A11	6	6
0.00280766911789	0.0289836845853	GO:0001977	b	5	renal system process involved in regulation of blood volume	1579; 66002	CYP4F12; CYP4A11	15	6
0.00286118673505	0.0300424607181	GO:0008509	m	4	anion transmembrane transporter activity	368; 94081; 6520; 9123; 9356; 10861	SLC3A2; SLC16A3; SLC26A1; SLC22A6; SFXN1; ABCC6	341	102
0.00293505666687	0.0289836845853	GO:0046461	b	5	neutral lipid catabolic process	338; 1373; 2168	APOB; CPS1; FABP1	48	21
0.0029593277355	0.0358015592917	GO:0002263	b	3	cell activation involved in immune response	12; 30; 1075; 1116; 3848; 4126; 5169; 7276; 8635; 8876; 8972; 11240	SERPINA3; MANBA; TTR; MGAM; CTSC; ACAA1; ENPP3; KRT1; PADI2; CHI3L1; VNN1; RNASET2	727	349
0.00315858868389	0.0358015592917	GO:0003014	b	3	renal system process	1579; 5641; 9356; 66002	CYP4F12; SLC22A6; CYP4A11; LGMN	118	44
0.00318781007392	0.0358015592917	GO:0043299	b	3	leukocyte degranulation	12; 30; 1075; 1116; 3848; 4126; 7276; 8635; 8876; 8972; 11240	SERPINA3; MANBA; TTR; MGAM; CTSC; ACAA1; KRT1; PADI2; CHI3L1; VNN1; RNASET2	541	306
0.00335153828362	0.0201092297017	GO:0005788	c	4	endoplasmic reticulum lumen	338; 1066; 1075; 1292; 1293; 1356; 8635	COL6A2; APOB; CTSC; CES1; COL6A3; CP; RNASET2	307	141
0.00337249545816	0.0185487250199	GO:0008514	m	5	organic anion transmembrane transporter activity	6520; 9123; 9356; 10861; 94081	SLC3A2; SLC26A1; SLC16A3; SLC22A6; SFXN1	227	73
0.0035525781113	0.0370483145893	GO:0017144	b	3	drug metabolic process	30; 1116; 1373; 1579; 2731; 3081; 3158; 5169; 8942; 80896; 66002; 23475; 58472; 64902	NPL; HMGCS2; KYNU; CYP4A11; QPRT; CYP4F12; GLDC; ENPP3; AGXT2; ACAA1; SQOR; CHI3L1; HGD; CPS1	854	454
0.00383072361264	0.0394385682558	GO:0008206	b	4	bile acid metabolic process	30; 1066; 23600	CES1; AMACR; ACAA1	49	23
0.00389093976771	0.0394385682558	GO:0002444	b	4	myeloid leukocyte mediated immunity	12; 30; 1075; 1116; 3848; 4126; 7276; 8635; 8876; 8972; 11240	SERPINA3; MANBA; TTR; MGAM; CTSC; ACAA1; KRT1; PADI2; CHI3L1; VNN1; RNASET2	556	314
0.00389516723514	0.0394385682558	GO:0010878	b	4	cholesterol storage	338; 1066	CES1; APOB	18	7
0.00389516723514	0.0327194047752	GO:0031404	m	4	chloride ion binding	1075; 9356	SLC22A6; CTSC	13	7
0.00414288151698	0.0395510481551	GO:0044283	b	3	small molecule biosynthetic process	338; 1066; 1373; 1579; 1890; 3158; 5169; 5745; 5950; 8942; 10924; 23600; 64902	PTH1R; HMGCS2; KYNU; CYP4A11; ENPP3; AGXT2; CES1; AMACR; TYMP; SMPDL3A; RBP4; APOB; CPS1	797	412
0.00433436144165	0.0303405300915	GO:0042562	m	2	hormone binding	1428; 5745; 7276	PTH1R; CRYM; TTR	101	24
0.00433436144165	0.0395510481551	GO:0006730	b	3	one-carbon metabolic process	771; 94081; 377677	CA13; CA12; SFXN1	40	24
0.00455633481948	0.0400957464114	GO:0016323	c	3	basolateral plasma membrane	368; 5745; 6520; 9123; 9356; 10861	PTH1R; SLC3A2; SLC16A3; SLC26A1; SLC22A6; ABCC6	242	112
0.00500558263629	0.0481009787517	GO:0042737	b	4	drug catabolic process	1116; 2731; 3081; 80896; 23475	NPL; GLDC; HGD; CHI3L1; QPRT	140	80
0.00514660678002	0.0481009787517	GO:0046487	b	4	glyoxylate metabolic process	8659; 64902	ALDH4A1; AGXT2	10	8
0.00514660678002	0.0426818178926	GO:0046348	b	5	amino sugar catabolic process	1116; 80896	NPL; CHI3L1	13	8
0.00514660678002	0.0426818178926	GO:1901523	b	5	icosanoid catabolic process	1579; 66002	CYP4F12; CYP4A11	8	8
0.00514660678002	0.0426818178926	GO:0006071	b	5	glycerol metabolic process	2710; 26007	GK; TKFC	21	8
0.00514660678002	0.0188708915267	GO:0004089	m	5	carbonate dehydratase activity	771; 377677	CA13; CA12	15	8
0.00514660678002	0.0188708915267	GO:0008392	m	5	arachidonic acid epoxygenase activity	1579; 66002	CYP4F12; CYP4A11	16	8
0.00540276175855	0.048624855827	GO:0006638	b	4	neutral lipid metabolic process	338; 1373; 2168; 2710	GK; APOB; CPS1; FABP1	135	51
0.00540276175855	0.0426818178926	GO:0006639	b	5	acylglycerol metabolic process	338; 1373; 2168; 2710	GK; APOB; CPS1; FABP1	135	51
0.00556032895606	0.0810877014439	GO:0019842	m	3	vitamin binding	2731; 5950; 8942; 26061; 64902	HACL1; GLDC; KYNU; RBP4; AGXT2	148	82
0.00579197867456	0.0810877014439	GO:0005342	m	3	organic acid transmembrane transporter activity	94081; 6520; 9123; 10861	SLC3A2; SLC26A1; SLC16A3; SFXN1	166	52
0.00579197867456	0.0393438501161	GO:0046943	m	4	carboxylic acid transmembrane transporter activity	94081; 6520; 9123; 10861	SLC3A2; SLC26A1; SLC16A3; SFXN1	165	52
0.0062650901956	0.0471373452812	GO:0019216	b	5	regulation of lipid metabolic process	12; 34; 338; 1066; 1579; 2168; 3158	HMGCS2; SERPINA3; CYP4A11; CES1; FABP1; APOB; ACADM	415	158
