p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
1.28467061446e-13	2.0875897485e-12	GO:0043230	c	2	extracellular organelle	2; 59; 173; 231; 301; 312; 325; 335; 338; 348; 462; 629; 633; 718; 720; 790; 1012; 1356; 1370; 1674; 1893; 2027; 2125; 2147; 2194; 2244; 2266; 2316; 2335; 2810; 2822; 2990; 3053; 3240; 3273; 3483; 3507; 3697; 3698; 3699; 3700; 3818; 3827; 3855; 3910; 3913; 3956; 3963; 4060; 4070; 4240; 4629; 4969; 5214; 5549; 5630; 5742; 5836; 5858; 5874; 6275; 6280; 6422; 6521; 6653; 6906; 7018; 7052; 7070; 7123; 10409; 10516; 10747; 10970; 26509; 83706; 116496; 85477; 3426; 30846; 54504; 152007; 64129	ACTA2; MYH11; CDH13; LUM; EHD2; MFGE8; MYOF; S100A9; HP; DES; PTGS1; BGN; TGM2; GPLD1; KRT7; PRPH; TF; ITIH1; LAMA4; ITIH3; ITIH2; APOA1; FBLN5; CAD; SORL1; APOE; APOB; SLC4A1; SERPINC1; CLEC3B; PZP; CFI; A2M; GLIPR2; FASN; C4A; C3; APCS; ANXA13; FGG; LGALS1; S100A4; FGB; GUSB; ANXA1; AFM; TINAGL1; ITIH4; KLKB1; RAB27B; LAMB2; PRELP; TACSTD2; ENO3; THY1; ECM1; FLNA; EVPL; AKR1B1; CP; LGALS7; IGHM; SERPIND1; CPVL; NIBAN1; F2; SFRP1; HRG; PFKP; FN1; FERMT3; PYGL; KNG1; CFB; IGFALS; SFN; BASP1; OGN; CPN2; SCIN; SERPINA7; CKAP4; MASP2	2169	1263
7.08422821771e-13	6.5174899603e-11	GO:0009611	b	3	response to wounding	2; 246; 301; 325; 335; 348; 383; 462; 1634; 2027; 2125; 2147; 2162; 2244; 2266; 2316; 2335; 3053; 3273; 3371; 3818; 3827; 3913; 3956; 4131; 4162; 5321; 5754; 6521; 10631; 26509; 83481; 83706; 30846	EHD2; PTK7; ALOX15; SLC4A1; F13A1; LAMB2; APOA1; DCN; APOE; SERPINC1; A2M; EPPK1; MYOF; APCS; FGG; LGALS1; FGB; ANXA1; MAP1B; KLKB1; MCAM; POSTN; ENO3; TNC; EVPL; HRG; SERPIND1; PLA2G4A; F2; FN1; FERMT3; ARG1; KNG1; FLNA	687	263
5.57326381671e-12	3.03742878011e-10	GO:0009605	b	2	response to external stimulus	2; 59; 131; 246; 301; 325; 335; 338; 348; 383; 462; 629; 713; 718; 720; 722; 761; 790; 1012; 1215; 1370; 1634; 1690; 2147; 2244; 2266; 2316; 3053; 3240; 3273; 3371; 3507; 3542; 3818; 3827; 3897; 3908; 3913; 4131; 5321; 5836; 6280; 6422; 6653; 6708; 6710; 7018; 7052; 7162; 9260; 9420; 10631; 83481; 3426; 201294; 28423	ACTA2; CDH13; HP; SPTB; MAP1B; SPTA1; TPBG; ALOX15; L1CAM; LAMB2; APOA1; CAD; DCN; APOE; APOB; SERPINC1; C4BPA; A2M; EPPK1; S100A9; C4A; C3; APCS; FGG; PYGL; FGB; COCH; ANXA1; SORL1; LAMA2; PDLIM7; CFI; KLKB1; CYP7B1; TF; CMA1; TNC; FLNA; HRG; TGM2; UNC13D; IGHM; SERPIND1; PLA2G4A; F2; SFRP1; ADH7; POSTN; CA3; ARG1; KNG1; CFB; C1QB; IGHV3-49; CPN2; IGLC6	2572	697
1.03766728895e-11	4.45159266958e-09	GO:0002526	b	5	acute inflammatory response	2; 325; 462; 629; 713; 718; 720; 722; 1370; 2147; 2335; 3240; 3426; 3542; 3700; 3818	F2; KLKB1; FN1; SERPINC1; C4BPA; HP; CFI; CFB; C1QB; ITIH4; IGLC6; C4A; CPN2; C3; APCS; A2M	224	57
4.07519215134e-11	1.48065314832e-09	GO:0007155	b	2	cell adhesion	119; 246; 301; 335; 383; 1012; 1462; 1805; 2244; 2266; 2316; 2335; 3273; 3371; 3483; 3827; 3897; 3908; 3910; 3913; 3956; 3963; 4070; 4162; 4239; 4240; 5239; 5754; 6280; 6422; 6708; 7052; 7070; 7162; 8639; 10418; 10516; 10580; 10631; 7373; 83706; 201294	CDH13; DPT; ADD2; MFGE8; VCAN; TGM2; SPON1; SPTA1; TPBG; ALOX15; MFAP4; L1CAM; SORBS1; LAMB2; LGALS1; FBLN5; PTK7; APOA1; AOC3; S100A9; TACSTD2; THY1; FGG; FGB; ANXA1; LAMA2; LAMA4; PGM5; MCAM; POSTN; UNC13D; TNC; HRG; LGALS7; SFRP1; FN1; FERMT3; ARG1; KNG1; COL14A1; IGFALS; FLNA	1457	445
5.1697771341e-11	2.09375973931e-09	GO:0005788	c	4	endoplasmic reticulum lumen	335; 338; 348; 462; 718; 720; 1356; 1462; 2147; 2266; 2335; 3053; 3371; 3488; 3698; 3827; 3913; 3956; 4240; 7018; 7373; 10418; 10970	MFGE8; VCAN; ITIH2; APOA1; APOE; APOB; SERPINC1; C4A; TF; FGG; SPON1; LAMB2; C3; TNC; IGFBP5; LGALS1; CP; SERPIND1; F2; FN1; KNG1; COL14A1; CKAP4	307	141
6.22894596761e-11	2.64316022338e-08	GO:0042060	b	4	wound healing	2; 246; 301; 325; 348; 462; 1634; 2027; 2125; 2147; 2162; 2244; 2266; 2316; 2335; 3053; 3273; 3371; 3818; 3827; 4162; 5321; 5754; 6521; 10631; 26509; 83481; 83706; 30846	EHD2; PTK7; ALOX15; SLC4A1; F13A1; HRG; DCN; APOE; SERPINC1; A2M; EPPK1; MYOF; APCS; FGG; FGB; ANXA1; KLKB1; MCAM; POSTN; ENO3; TNC; EVPL; PLA2G4A; SERPIND1; F2; FN1; FERMT3; KNG1; FLNA	576	227
1.00500388721e-10	2.64316022338e-08	GO:0032101	b	4	regulation of response to external stimulus	2; 246; 301; 325; 335; 348; 383; 462; 629; 713; 718; 720; 722; 1012; 1215; 1370; 2147; 2244; 2266; 2316; 3273; 3542; 3818; 3827; 5321; 6280; 7052; 7162; 83481; 3426	CDH13; TGM2; TPBG; IGLC6; APOA1; APOE; SERPINC1; C4BPA; A2M; EPPK1; S100A9; C4A; C3; APCS; FGG; FGB; ANXA1; KLKB1; CMA1; CPN2; HRG; PLA2G4A; F2; CFI; ARG1; KNG1; CFB; C1QB; FLNA; ALOX15	920	247
1.53543621514e-10	2.69213149721e-08	GO:0006954	b	4	inflammatory response	2; 246; 301; 325; 335; 348; 462; 629; 713; 718; 720; 722; 1215; 1370; 1893; 2147; 2335; 3240; 3542; 3700; 3818; 3827; 5742; 6280; 7052; 8639; 3426; 201294	PTGS1; HP; TGM2; ECM1; ALOX15; A2M; ITIH4; APOE; SERPINC1; C4BPA; APOA1; AOC3; S100A9; C4A; C3; APCS; ANXA1; KLKB1; CMA1; UNC13D; F2; FN1; CFI; KNG1; CFB; C1QB; CPN2; IGLC6	842	220
1.75224088823e-10	1.20904621288e-08	GO:0043062	b	3	extracellular structure organization	2; 335; 338; 348; 633; 1215; 1462; 1634; 1805; 2244; 2266; 2335; 3371; 3818; 3908; 3910; 3913; 4060; 4239; 4629; 5360; 7373; 10516; 10631	MYH11; DPT; VCAN; BGN; MFAP4; A2M; LAMB2; APOA1; FBLN5; DCN; APOE; APOB; LUM; FGG; FGB; LAMA2; LAMA4; KLKB1; POSTN; CMA1; TNC; FN1; COL14A1; PLTP	454	163
1.94440934153e-10	1.43886291273e-08	GO:0005539	m	3	glycosaminoglycan binding	338; 348; 462; 633; 1462; 1634; 2147; 2335; 3053; 3273; 3507; 3827; 5549; 6422; 7123; 10631	DCN; F2; APOE; APOB; FN1; SERPINC1; CLEC3B; KNG1; VCAN; BGN; PRELP; POSTN; SFRP1; HRG; IGHM; SERPIND1	236	68
2.63336703719e-10	1.45361860453e-08	GO:0072378	b	3	blood coagulation, fibrin clot formation	2; 462; 2147; 2162; 2244; 2266; 2335; 3818; 3827	F2; KLKB1; FN1; SERPINC1; KNG1; F13A1; FGG; A2M; FGB	28	16
7.94654926056e-10	3.65541265986e-08	GO:0006952	b	3	defense response	2; 246; 301; 325; 335; 338; 348; 383; 462; 629; 713; 718; 720; 722; 818; 1215; 1370; 1690; 1893; 2147; 2244; 2266; 2316; 2335; 3240; 3273; 3507; 3542; 3700; 3818; 3827; 4239; 5648; 5742; 6280; 6318; 7018; 7052; 8639; 10747; 3426; 201294; 28423	PTGS1; HP; IGHV3-49; TGM2; ECM1; MASP1; ALOX15; MFAP4; APOA1; SERPINB4; APOE; APOB; SERPINC1; C4BPA; A2M; AOC3; S100A9; C4A; C3; APCS; FGG; FGB; COCH; ANXA1; ITIH4; KLKB1; CAMK2G; TF; CMA1; FLNA; HRG; UNC13D; IGHM; F2; FN1; CFI; ARG1; KNG1; CFB; C1QB; MASP2; CPN2; IGLC6	1876	508
2.66018345826e-09	3.02636684976e-07	GO:2000257	b	4	regulation of protein activation cascade	2; 462; 629; 713; 718; 720; 722; 1370; 2147; 3542; 3426	F2; SERPINC1; C4BPA; CFI; CFB; C1QB; IGLC6; C4A; C3; CPN2; A2M	122	33
2.87677457201e-09	3.02636684976e-07	GO:0006958	b	4	complement activation, classical pathway	325; 713; 718; 720; 722; 3507; 3542; 10747; 3426; 28423	CFI; C4BPA; C1QB; MASP2; IGLC6; C4A; IGHV3-49; C3; APCS; IGHM	159	26
6.02810868174e-09	5.28464194433e-07	GO:0030198	b	4	extracellular matrix organization	2; 633; 1215; 1462; 1634; 1805; 2244; 2266; 2335; 3371; 3818; 3908; 3910; 3913; 4060; 4239; 4629; 7373; 10516; 10631	DCN; MYH11; LAMA2; DPT; LAMA4; KLKB1; FN1; COL14A1; VCAN; BGN; LUM; POSTN; CMA1; MFAP4; FBLN5; TNC; LAMB2; FGG; A2M; FGB	393	135
8.88930368994e-09	3.28904236528e-07	GO:0030021	m	3	extracellular matrix structural constituent conferring compression resistance	633; 1462; 1634; 4060; 4969; 5549; 127435	DCN; PODN; VCAN; BGN; OGN; PRELP; LUM	22	11
9.65447715289e-09	1.40627510543e-06	GO:0050727	b	5	regulation of inflammatory response	2; 246; 301; 325; 335; 348; 629; 713; 718; 720; 722; 1215; 1370; 2147; 3426; 3542; 3818; 6280; 7052	ANXA1; F2; APOE; KLKB1; CFI; C4BPA; CFB; C1QB; APOA1; ALOX15; S100A9; C4A; CMA1; CPN2; C3; APCS; IGLC6; TGM2; A2M	474	125
9.83409164633e-09	1.40627510543e-06	GO:0016485	b	5	protein processing	2; 629; 713; 718; 720; 722; 1215; 1370; 2147; 2244; 2266; 3240; 3426; 3542; 3818; 7123; 9532; 10418	BAG2; F2; KLKB1; CFI; CLEC3B; C4BPA; HP; CFB; C1QB; SPON1; CMA1; C4A; C3; CPN2; IGLC6; FGG; A2M; FGB	345	112
1.12922602733e-08	8.48532700535e-07	GO:0050776	b	4	regulation of immune response	2; 246; 301; 325; 335; 338; 348; 383; 629; 713; 718; 720; 722; 1370; 1690; 1893; 2147; 2244; 2266; 2822; 3273; 3507; 3542; 4239; 5321; 5648; 6280; 6318; 7070; 10747; 3426; 201294; 28423	ECM1; MASP1; ALOX15; GPLD1; APOA1; SERPINB4; APOE; APOB; C4BPA; A2M; S100A9; C4A; C3; APCS; THY1; FGG; FGB; COCH; ANXA1; UNC13D; IGHV3-49; HRG; IGHM; PLA2G4A; F2; CFI; ARG1; CFB; C1QB; MASP2; MFAP4; CPN2; IGLC6	1159	354
1.35973866542e-08	3.53532053008e-07	GO:0031982	c	3	vesicle	2; 59; 119; 173; 231; 301; 312; 325; 335; 338; 348; 383; 462; 629; 633; 718; 720; 790; 818; 1012; 1215; 1356; 1370; 1674; 1893; 2027; 2125; 2147; 2162; 2194; 2244; 2266; 2316; 2335; 2810; 2822; 2990; 3053; 3240; 3273; 3483; 3507; 3697; 3698; 3699; 3700; 3818; 3827; 3855; 3910; 3913; 3956; 3963; 4060; 4070; 4240; 4629; 4969; 5214; 5549; 5630; 5742; 5836; 5858; 5874; 6275; 6280; 6422; 6521; 6653; 6906; 7018; 7052; 7070; 7123; 8572; 8639; 10409; 10516; 10747; 10970; 26509; 83706; 116496; 85477; 3426; 30846; 54504; 152007; 201294; 64129	PTGS1; ADD2; MFGE8; TGM2; BGN; AKR1B1; FBLN5; SERPINC1; PZP; THY1; FGG; PYGL; FGB; GUSB; CAMK2G; HRG; RAB27B; FN1; PRPH; SFN; SLC4A1; ACTA2; HP; DES; GPLD1; MASP2; LAMB2; APOA1; APOE; APOB; A2M; C4A; TACSTD2; ANXA13; PDLIM4; AFM; LAMA4; CMA1; EVPL; SERPIND1; ARG1; FLNA; MYH11; EHD2; TINAGL1; KRT7; ITIH1; ITIH3; ITIH2; LUM; SORL1; S100A9; C3; FASN; PRELP; ITIH4; FERMT3; UNC13D; ENO3; S100A4; LGALS1; CP; LGALS7; F2; SFRP1; KNG1; IGFALS; BASP1; CPN2; CDH13; ECM1; F13A1; MYOF; CAD; NIBAN1; SERPINA7; CLEC3B; PFKP; AOC3; TF; APCS; ANXA1; GLIPR2; KLKB1; IGHM; CPVL; CFI; CFB; OGN; CKAP4; SCIN	3959	1780
1.45703091355e-08	9.57997825659e-07	GO:0002455	b	4	humoral immune response mediated by circulating immunoglobulin	325; 713; 718; 720; 722; 3507; 3542; 10747; 3426; 28423	CFI; C4BPA; C1QB; MASP2; IGLC6; C4A; IGHV3-49; C3; APCS; IGHM	174	30
2.4923938247e-08	6.14790476759e-07	GO:0008201	m	3	heparin binding	338; 348; 462; 2147; 2335; 3053; 3273; 3827; 5549; 6422; 7123; 10631	F2; APOE; APOB; FN1; SERPINC1; CLEC3B; KNG1; POSTN; SFRP1; HRG; PRELP; SERPIND1	164	49
2.96044288576e-08	3.17507499498e-06	GO:0030449	b	5	regulation of complement activation	2; 629; 713; 718; 720; 722; 1370; 2147; 3426; 3542	F2; CFI; C4BPA; CFB; C1QB; IGLC6; C4A; C3; CPN2; A2M	121	32
3.24086870176e-08	1.89410770792e-06	GO:0048584	b	4	positive regulation of response to stimulus	2; 231; 246; 301; 325; 335; 338; 348; 383; 629; 713; 718; 720; 722; 1012; 1370; 1634; 1690; 1893; 2147; 2244; 2266; 2316; 2335; 2810; 2822; 3273; 3488; 3507; 3542; 3818; 3956; 4239; 5321; 5648; 5754; 6275; 6280; 6422; 6653; 7018; 7052; 7070; 7162; 10580; 10747; 3426; 152007; 28423	CDH13; PTK7; IGFBP5; TGM2; ECM1; MASP1; TPBG; ALOX15; GPLD1; SORBS1; APOA1; DCN; APOE; APOB; C4BPA; A2M; S100A9; C4A; C3; APCS; THY1; FGG; LGALS1; S100A4; FGB; COCH; ANXA1; SORL1; GLIPR2; KLKB1; TF; FLNA; AKR1B1; IGHM; IGHV3-49; PLA2G4A; F2; SFRP1; HRG; FN1; CFI; ARG1; CFB; C1QB; MASP2; SFN; MFAP4; CPN2; IGLC6	2470	705
3.25563492867e-08	2.01849365578e-06	GO:0030414	m	4	peptidase inhibitor activity	2; 462; 718; 720; 3053; 3273; 3697; 3698; 3699; 3700; 3827; 5858; 6318; 6906	SERPINC1; ITIH3; KNG1; PZP; ITIH4; ITIH1; C4A; SERPINA7; C3; HRG; ITIH2; SERPINB4; A2M; SERPIND1	190	71
3.25563492867e-08	1.00924682789e-06	GO:0004866	m	5	endopeptidase inhibitor activity	2; 462; 718; 720; 3053; 3273; 3697; 3698; 3699; 3700; 3827; 5858; 6318; 6906	SERPINC1; ITIH3; KNG1; PZP; ITIH4; ITIH1; C4A; SERPINA7; C3; HRG; ITIH2; SERPINB4; A2M; SERPIND1	183	71
5.69419093972e-08	4.88561582628e-06	GO:0002920	b	5	regulation of humoral immune response	2; 629; 713; 718; 720; 722; 1370; 2147; 3426; 3542	F2; CFI; C4BPA; CFB; C1QB; IGLC6; C4A; C3; CPN2; A2M	144	34
7.77509551321e-08	5.55919329194e-06	GO:0030203	b	5	glycosaminoglycan metabolic process	633; 1462; 1634; 2990; 3697; 3698; 3699; 3700; 4060; 4969; 5549	DCN; PRELP; VCAN; BGN; LUM; OGN; ITIH1; ITIH3; ITIH2; ITIH4; GUSB	158	44
8.50194647186e-08	2.97253420654e-06	GO:0002250	b	3	adaptive immune response	246; 301; 325; 383; 713; 718; 720; 722; 2244; 3507; 3542; 5321; 10747; 3426; 201294; 28423	ANXA1; PLA2G4A; ARG1; CFI; C1QB; MASP2; ALOX15; IGHV3-49; C4A; C4BPA; C3; APCS; IGLC6; UNC13D; IGHM; FGB	733	101
8.61604117838e-08	2.97253420654e-06	GO:0002682	b	3	regulation of immune system process	2; 246; 301; 325; 335; 338; 348; 383; 629; 713; 718; 720; 722; 1370; 1690; 1893; 2147; 2244; 2266; 2822; 3273; 3507; 3542; 3956; 3963; 4239; 5321; 5648; 6280; 6318; 6422; 6708; 7070; 10747; 85477; 3426; 201294; 28423	ECM1; MASP1; SPTA1; ALOX15; GPLD1; APOA1; SERPINB4; APOE; APOB; C4BPA; A2M; S100A9; C4A; C3; APCS; THY1; FGG; LGALS1; FGB; COCH; ANXA1; UNC13D; IGHV3-49; HRG; LGALS7; IGHM; PLA2G4A; F2; SFRP1; CFI; ARG1; CFB; C1QB; MASP2; MFAP4; CPN2; IGLC6; SCIN	1722	485
9.62037583008e-08	2.98231650732e-06	GO:0061135	m	4	endopeptidase regulator activity	2; 462; 718; 720; 3053; 3273; 3697; 3698; 3699; 3700; 3827; 5858; 6318; 6906	SERPINC1; ITIH3; KNG1; PZP; ITIH4; ITIH1; C4A; SERPINA7; C3; HRG; ITIH2; SERPINB4; A2M; SERPIND1	195	77
1.15803179404e-07	1.89913904309e-06	GO:0005102	m	3	signaling receptor binding	2; 131; 301; 335; 338; 348; 718; 1893; 2147; 2244; 2266; 2316; 2335; 2990; 3273; 3507; 3542; 3827; 3908; 3910; 3913; 4239; 4240; 4969; 6275; 6280; 6422; 7018; 7070; 10516; 10580; 83706; 28423	MFGE8; ECM1; IGLC6; MFAP4; SORBS1; LAMB2; APOA1; FBLN5; APOE; APOB; A2M; S100A9; C3; S100A4; THY1; FGG; FGB; GUSB; ANXA1; LAMA2; LAMA4; TF; IGHV3-49; HRG; IGHM; F2; SFRP1; ADH7; FN1; FERMT3; KNG1; OGN; FLNA	1670	389
