p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
1.8117266515e-09	1.14138779044e-07	GO:0005788	c	4	endoplasmic reticulum lumen	720; 871; 1284; 1306; 1462; 2200; 2335; 3371; 3490; 4052; 4240; 9563; 10970; 79709; 57333	COL15A1; COLGALT1; RCN3; LTBP1; FN1; VCAN; H6PD; FBN1; IGFBP7; MFGE8; C4A; TNC; SERPINH1; CKAP4; COL4A2	307	141
1.81585890807e-09	1.4405814004e-07	GO:0030155	b	3	regulation of cell adhesion	207; 240; 2335; 3071; 3371; 3689; 3958; 4035; 5105; 5270; 5788; 6422; 7045; 7052; 7412; 10631; 11151; 83706; 30008	EFEMP2; TGM2; ITGB2; FN1; POSTN; FERMT3; SFRP1; ALOX5; LRP1; CORO1A; PCK1; AKT1; NCKAP1L; PTPRC; VCAM1; TNC; LGALS3; TGFBI; SERPINE2	713	243
3.19747154142e-09	1.24701390115e-07	GO:0005178	m	4	integrin binding	2200; 2335; 3689; 3690; 3694; 3936; 4240; 7045; 7412; 10516; 83706	ITGB3; ITGB2; MFGE8; FN1; ITGB6; FBN1; FERMT3; VCAM1; TGFBI; LCP1; FBLN5	142	67
3.76869690417e-09	1.92203542113e-07	GO:0005539	m	3	glycosaminoglycan binding	1462; 2200; 2335; 4353; 5270; 5549; 5788; 6422; 10631; 23166; 30008	SFRP1; STAB1; FN1; MPO; EFEMP2; VCAN; FBN1; POSTN; PTPRC; PRELP; SERPINE2	236	68
6.00301092993e-09	1.90095346115e-07	GO:0009605	b	2	response to external stimulus	183; 207; 240; 720; 730; 929; 1215; 2182; 3071; 3371; 3689; 3690; 3694; 3958; 4035; 4131; 4318; 4353; 4360; 5105; 5270; 5359; 5788; 6422; 7052; 7369; 7412; 10631; 11151; 23166; 63916	TGM2; NCKAP1L; STAB1; MAP1B; AKT1; PCK1; AGT; SERPINE2; MRC1; C4A; C7; ITGB3; ITGB2; ITGB6; ALOX5; UMOD; POSTN; CMA1; SFRP1; VCAM1; TNC; LGALS3; LRP1; PLSCR1; MPO; ACSL4; CD14; CORO1A; PTPRC; MMP9; ELMO2	2572	697
3.2696588764e-08	5.89218458736e-07	GO:0005102	m	3	signaling receptor binding	183; 2200; 2202; 2335; 3689; 3690; 3694; 3936; 3958; 4035; 4240; 5270; 5359; 5788; 6422; 7045; 7412; 7837; 10516; 83706; 63916; 6320	MFGE8; AGT; FBLN5; SERPINE2; ITGB3; ITGB2; ITGB6; EFEMP1; FBN1; FERMT3; LRP1; VCAM1; LGALS3; LCP1; CLEC11A; SFRP1; FN1; PLSCR1; PTPRC; PXDN; TGFBI; ELMO2	1670	389
3.46599093374e-08	5.89218458736e-07	GO:0008201	m	3	heparin binding	2200; 2335; 4353; 5270; 5549; 5788; 6422; 10631; 30008	SFRP1; FN1; MPO; EFEMP2; FBN1; POSTN; PTPRC; PRELP; SERPINE2	164	49
3.48151465486e-08	2.07150121964e-06	GO:0048731	b	3	system development	183; 207; 240; 871; 1215; 1284; 1306; 1410; 1462; 2182; 2200; 2202; 2335; 3071; 3371; 3689; 3690; 3694; 3936; 3958; 4035; 4131; 4171; 4240; 4318; 5105; 5270; 5549; 5788; 6422; 7045; 7052; 7369; 7412; 8572; 139818; 9770; 10631; 51473; 23166; 57333; 30008	TGM2; NCKAP1L; STAB1; MFGE8; RASSF2; VCAN; MAP1B; AKT1; PCK1; AGT; DOCK11; SERPINE2; VCAM1; PRELP; PDLIM4; ITGB3; ITGB2; RCN3; ITGB6; EFEMP1; CRYAB; ALOX5; UMOD; FBN1; POSTN; CMA1; SFRP1; EFEMP2; COL4A2; TNC; LGALS3; LCP1; DCDC2; COL15A1; LRP1; FN1; ACSL4; PTPRC; MMP9; TGFBI; SERPINH1; MCM2	4796	1291
4.4574286662e-08	1.04275955862e-06	GO:0007275	b	2	multicellular organism development	183; 207; 240; 871; 1215; 1284; 1306; 1410; 1462; 2182; 2200; 2202; 2335; 3071; 3371; 3490; 3689; 3690; 3694; 3936; 3958; 4035; 4131; 4171; 4240; 4318; 5105; 5270; 5549; 5788; 6422; 7045; 7052; 7369; 7412; 8572; 139818; 9770; 9871; 10631; 51473; 23166; 57333; 30008	TGM2; NCKAP1L; STAB1; MFGE8; RASSF2; VCAN; MAP1B; AKT1; PCK1; AGT; DOCK11; SERPINE2; VCAM1; PRELP; PDLIM4; ITGB3; ITGB2; RCN3; ITGB6; EFEMP1; CRYAB; ALOX5; UMOD; FBN1; SEC24D; CMA1; SFRP1; EFEMP2; COL4A2; TNC; LGALS3; LCP1; DCDC2; COL15A1; LRP1; FN1; POSTN; MCM2; ACSL4; PTPRC; MMP9; TGFBI; SERPINH1; IGFBP7	5363	1412
5.48820820327e-08	1.04275955862e-06	GO:0042221	b	2	response to chemical	183; 207; 240; 563; 871; 929; 1215; 1284; 1410; 2162; 2182; 2200; 2335; 2983; 3071; 3371; 3490; 3689; 3690; 3694; 3936; 3958; 4035; 4052; 4131; 4171; 4318; 4353; 4360; 5105; 5359; 5788; 6422; 7369; 7412; 7837; 8714; 9563; 10516; 10631; 11151; 114757; 57333; 63916	NCKAP1L; CRYAB; MAP1B; H6PD; AKT1; PCK1; F13A1; AGT; ELMO2; FBLN5; MRC1; CYGB; VCAM1; ITGB3; ITGB2; RCN3; LTBP1; ITGB6; ALOX5; UMOD; FBN1; POSTN; CMA1; SFRP1; IGFBP7; TNC; LGALS3; LCP1; LRP1; FN1; PLSCR1; AZGP1; MPO; MCM2; ACSL4; CD14; CORO1A; PTPRC; GUCY1B1; MMP9; SERPINH1; ABCC3; PXDN; COL4A2	4693	1421
5.59979766164e-08	2.66550368694e-06	GO:0035239	b	3	tube morphogenesis	183; 207; 240; 1215; 1284; 1306; 2335; 3371; 3689; 3690; 4035; 4240; 6422; 7045; 7052; 23166; 30008	COL15A1; ITGB3; ITGB2; STAB1; MFGE8; FN1; ALOX5; SFRP1; TGM2; AKT1; CMA1; LRP1; EFEMP2; COL4A2; TNC; TGFBI; AGT	812	237
5.61058655824e-08	1.02860753568e-06	GO:0044420	c	2	extracellular matrix component	1284; 1306; 2200; 3371; 4052; 10516; 30008	COL15A1; LTBP1; EFEMP2; FBN1; COL4A2; TNC; FBLN5	55	25
1.01654496866e-07	1.44971889e-06	GO:0048856	b	2	anatomical structure development	183; 207; 240; 871; 1215; 1284; 1306; 1410; 1462; 2182; 2200; 2202; 2335; 3071; 3371; 3490; 3689; 3690; 3694; 3936; 3958; 4035; 4131; 4171; 4240; 4318; 5105; 5270; 5549; 5788; 6422; 7045; 7052; 7369; 7412; 8572; 139818; 9770; 9871; 10631; 11151; 83706; 51473; 23166; 57333; 30008	TGM2; NCKAP1L; STAB1; MFGE8; RASSF2; VCAN; MAP1B; AKT1; PCK1; AGT; DOCK11; SERPINE2; VCAM1; PRELP; PDLIM4; ITGB3; ITGB2; RCN3; ITGB6; EFEMP1; CRYAB; ALOX5; UMOD; FBN1; SEC24D; CMA1; SFRP1; EFEMP2; COL4A2; TNC; LGALS3; LCP1; DCDC2; COL15A1; LRP1; FN1; POSTN; MCM2; ACSL4; CORO1A; PTPRC; MMP9; TGFBI; SERPINH1; FERMT3; IGFBP7	5866	1564
1.06821391895e-07	1.44971889e-06	GO:0009653	b	2	anatomical structure morphogenesis	183; 207; 240; 871; 1215; 1284; 1306; 1410; 2200; 2202; 2335; 3071; 3371; 3689; 3690; 3694; 3936; 4035; 4131; 4240; 4318; 5270; 6422; 7045; 7052; 10631; 11151; 83706; 51473; 23166; 30008	TGM2; NCKAP1L; STAB1; MFGE8; CRYAB; MAP1B; AKT1; CORO1A; AGT; SERPINE2; ITGB3; ITGB2; ITGB6; EFEMP1; ALOX5; EFEMP2; FBN1; POSTN; CMA1; SFRP1; COL4A2; TNC; LCP1; DCDC2; COL15A1; LRP1; FN1; FERMT3; MMP9; TGFBI; SERPINH1	2614	785
1.2044949591e-07	4.77783000442e-06	GO:0007166	b	3	cell surface receptor signaling pathway	183; 207; 240; 929; 1284; 2162; 2200; 2202; 2335; 3071; 3689; 3690; 3694; 3936; 3958; 4035; 4052; 4318; 5270; 5359; 5788; 6422; 7369; 7412; 7837; 9770; 10631; 11151; 83706; 51473; 63916	FERMT3; NCKAP1L; RASSF2; AKT1; CORO1A; F13A1; AGT; SERPINE2; ITGB3; ITGB2; LTBP1; ITGB6; EFEMP1; ALOX5; UMOD; FBN1; POSTN; LRP1; COL4A2; LGALS3; LCP1; DCDC2; SFRP1; FN1; PLSCR1; CD14; PTPRC; ELMO2; MMP9; PXDN; VCAM1	3127	789
1.54473776798e-07	2.28106277072e-05	GO:0001501	b	4	skeletal system development	871; 1462; 2200; 2202; 3694; 4318; 5549; 5788; 6422; 7045; 9770	SFRP1; ITGB6; EFEMP1; RASSF2; VCAN; FBN1; PTPRC; MMP9; TGFBI; SERPINH1; PRELP	486	96
2.07595911363e-07	6.95446303065e-06	GO:0031982	c	3	vesicle	183; 207; 240; 563; 720; 730; 929; 1215; 1284; 1306; 1410; 1509; 2162; 2182; 2202; 2335; 3071; 3490; 3689; 3690; 3936; 3958; 4035; 4240; 4318; 4353; 4360; 5105; 5270; 5359; 5549; 5788; 6422; 7045; 7052; 7369; 7412; 7837; 8572; 9332; 9871; 10516; 10970; 11151; 83706; 116496; 23166; 26002; 30008	TGM2; NCKAP1L; STAB1; MFGE8; CRYAB; AKT1; PCK1; MOXD1; F13A1; FBLN5; AGT; NIBAN1; SERPINE2; MRC1; C4A; VCAM1; PRELP; C7; PDLIM4; ITGB3; ITGB2; FERMT3; EFEMP1; ALOX5; UMOD; CTSD; SEC24D; CMA1; SFRP1; EFEMP2; IGFBP7; LGALS3; LCP1; COL15A1; LRP1; FN1; PLSCR1; AZGP1; MPO; CD163; ACSL4; CD14; CORO1A; PTPRC; CKAP4; MMP9; TGFBI; PXDN; COL4A2	3959	1780
2.09797162357e-07	7.13310352015e-06	GO:0006952	b	3	defense response	183; 207; 240; 720; 730; 929; 1215; 2335; 3689; 3694; 3958; 4035; 4318; 4353; 4360; 5359; 5788; 7052; 7369; 7412; 9332; 11151; 51473; 23166	TGM2; STAB1; AKT1; CORO1A; AGT; MRC1; C4A; C7; ITGB2; ITGB6; ALOX5; UMOD; CMA1; VCAM1; LGALS3; DCDC2; LRP1; FN1; PLSCR1; MPO; CD163; CD14; PTPRC; MMP9	1876	508
2.62030632052e-07	2.3381178352e-05	GO:0007160	b	4	cell-matrix adhesion	2335; 3689; 3690; 3694; 4035; 6422; 7412; 10516; 10631; 83706; 30008	ITGB3; SFRP1; FN1; ITGB6; FERMT3; LRP1; POSTN; ITGB2; EFEMP2; VCAM1; FBLN5	227	101
2.63895918194e-07	2.3381178352e-05	GO:0016477	b	4	cell migration	183; 207; 240; 2335; 3071; 3689; 3690; 3694; 3936; 3958; 4035; 4131; 4318; 5270; 5788; 6422; 7369; 7412; 10631; 11151; 83706; 51473; 63916	NCKAP1L; MAP1B; AKT1; CORO1A; AGT; SERPINE2; ITGB3; ITGB2; ITGB6; ALOX5; UMOD; POSTN; LRP1; VCAM1; LGALS3; LCP1; DCDC2; SFRP1; FN1; FERMT3; PTPRC; MMP9; ELMO2	1521	475
3.09646411173e-07	3.50652815555e-06	GO:0012505	c	2	endomembrane system	240; 720; 871; 929; 1215; 1284; 1306; 1410; 1462; 1509; 2162; 2182; 2200; 2335; 3071; 3371; 3490; 3689; 3690; 3958; 4035; 4052; 4240; 4318; 4353; 4360; 5105; 5270; 5359; 5549; 5788; 7045; 7052; 7369; 7412; 7837; 8572; 9563; 9770; 9871; 10631; 10970; 11151; 79709; 83706; 57333; 26002	TGM2; NCKAP1L; MFGE8; RASSF2; VCAN; H6PD; PCK1; MOXD1; F13A1; SERPINE2; MRC1; C4A; VCAM1; PRELP; PDLIM4; ITGB3; ITGB2; RCN3; LTBP1; FERMT3; CRYAB; ALOX5; UMOD; CTSD; FBN1; COLGALT1; SEC24D; CMA1; IGFBP7; TNC; LGALS3; COL15A1; LRP1; POSTN; FN1; PLSCR1; MPO; ACSL4; CD14; CORO1A; PTPRC; CKAP4; MMP9; TGFBI; SERPINH1; PXDN; COL4A2	4636	1677
3.18775286868e-07	3.50652815555e-06	GO:0009986	c	2	cell surface	563; 929; 1410; 3689; 3690; 3694; 3958; 4240; 4360; 5270; 5788; 6422; 7369; 7412; 9332	MRC1; ITGB3; ITGB2; MFGE8; ITGB6; AZGP1; CD163; UMOD; CRYAB; CD14; SFRP1; PTPRC; VCAM1; LGALS3; SERPINE2	895	206
3.54576879791e-07	2.61795929579e-05	GO:0007159	b	4	leukocyte cell-cell adhesion	207; 240; 3071; 3689; 3958; 5105; 5788; 7369; 7412; 11151; 83706	NCKAP1L; FERMT3; ALOX5; UMOD; CORO1A; ITGB2; AKT1; PCK1; PTPRC; VCAM1; LGALS3	354	104
4.36698176172e-07	1.11758562774e-05	GO:0070887	b	3	cellular response to chemical stimulus	183; 207; 240; 929; 1215; 1284; 2162; 2200; 2335; 2983; 3071; 3371; 3490; 3689; 3690; 3694; 3936; 3958; 4035; 4052; 4131; 4171; 4318; 4353; 4360; 5105; 5788; 6422; 7369; 7412; 7837; 10516; 10631; 11151; 114757; 63916	COL4A2; NCKAP1L; MAP1B; AKT1; PCK1; F13A1; AGT; ELMO2; FBLN5; MRC1; CYGB; VCAM1; ITGB3; ITGB2; LTBP1; ITGB6; ALOX5; UMOD; FBN1; POSTN; CMA1; SFRP1; IGFBP7; TNC; LGALS3; LCP1; LRP1; FN1; MPO; CD14; CORO1A; PTPRC; GUCY1B1; MMP9; PXDN; MCM2	3189	1079
4.37520703821e-07	1.11758562774e-05	GO:0009888	b	3	tissue development	183; 207; 240; 871; 1284; 1306; 2202; 2335; 3371; 3689; 3690; 3694; 3936; 3958; 4318; 5105; 5270; 5788; 6422; 7045; 7052; 7369; 10631; 57333; 30008	TGM2; PCK1; EFEMP2; AKT1; AGT; SERPINE2; ITGB3; ITGB2; RCN3; ITGB6; EFEMP1; ALOX5; UMOD; POSTN; COL4A2; TNC; LGALS3; LCP1; COL15A1; SFRP1; FN1; PTPRC; MMP9; TGFBI; SERPINH1	1989	569
4.50396692683e-07	5.34846072561e-06	GO:0001775	b	2	cell activation	207; 240; 929; 1509; 2335; 3071; 3689; 3690; 3694; 3936; 3958; 4035; 4318; 4353; 5105; 5270; 5359; 5788; 6422; 7412; 139818; 10970; 11151; 83706	NCKAP1L; AKT1; PCK1; DOCK11; SERPINE2; ITGB3; ITGB2; ITGB6; ALOX5; CTSD; FERMT3; LRP1; VCAM1; LGALS3; LCP1; SFRP1; FN1; PLSCR1; MPO; CD14; CORO1A; PTPRC; MMP9; CKAP4	1477	529
4.69573793169e-07	1.11758562774e-05	GO:0010033	b	3	response to organic substance	183; 207; 240; 871; 929; 1215; 1284; 1410; 2162; 2182; 2200; 2335; 3371; 3490; 3689; 3690; 3694; 3936; 4035; 4052; 4131; 4171; 4318; 4353; 4360; 5105; 5359; 5788; 6422; 7369; 7412; 7837; 9563; 10631; 11151; 57333	PCK1; CRYAB; MAP1B; H6PD; AKT1; IGFBP7; CORO1A; F13A1; AGT; MRC1; VCAM1; ITGB3; ITGB2; RCN3; LTBP1; ITGB6; ALOX5; UMOD; FBN1; POSTN; CMA1; SFRP1; MCM2; TNC; LCP1; LRP1; FN1; PLSCR1; MPO; ACSL4; CD14; PTPRC; MMP9; SERPINH1; PXDN; COL4A2	3181	1082
5.96634281043e-07	3.77584266432e-05	GO:0048514	b	4	blood vessel morphogenesis	207; 240; 1215; 1284; 1306; 2335; 3689; 3690; 4035; 4240; 6422; 7045; 23166; 30008	COL15A1; ITGB3; ITGB2; STAB1; MFGE8; FN1; ALOX5; SFRP1; AKT1; CMA1; LRP1; EFEMP2; COL4A2; TGFBI	588	187
7.445703031e-07	7.07341787945e-06	GO:0048870	b	2	cell motility	183; 207; 240; 2335; 3071; 3689; 3690; 3694; 3936; 3958; 4035; 4131; 4318; 5270; 5788; 6422; 7369; 7412; 10631; 11151; 83706; 51473; 63916	NCKAP1L; MAP1B; AKT1; CORO1A; AGT; SERPINE2; ITGB3; ITGB2; ITGB6; ALOX5; UMOD; POSTN; LRP1; VCAM1; LGALS3; LCP1; DCDC2; SFRP1; FN1; FERMT3; PTPRC; MMP9; ELMO2	1700	503
7.445703031e-07	7.07341787945e-06	GO:0051674	b	2	localization of cell	183; 207; 240; 2335; 3071; 3689; 3690; 3694; 3936; 3958; 4035; 4131; 4318; 5270; 5788; 6422; 7369; 7412; 10631; 11151; 83706; 51473; 63916	NCKAP1L; MAP1B; AKT1; CORO1A; AGT; SERPINE2; ITGB3; ITGB2; ITGB6; ALOX5; UMOD; POSTN; LRP1; VCAM1; LGALS3; LCP1; DCDC2; SFRP1; FN1; FERMT3; PTPRC; MMP9; ELMO2	1700	503
7.47095360564e-07	4.13704055912e-05	GO:0034097	b	4	response to cytokine	207; 240; 929; 2162; 2182; 2335; 3689; 3936; 4171; 4318; 4360; 5105; 5359; 5788; 6422; 7369; 7412; 7837; 10631; 11151	MRC1; ITGB2; UMOD; FN1; PLSCR1; POSTN; ALOX5; SFRP1; CORO1A; ACSL4; AKT1; CD14; PCK1; PTPRC; MCM2; MMP9; F13A1; LCP1; PXDN; VCAM1	1165	388
1.08026999502e-06	5.3173289755e-05	GO:0002521	b	4	leukocyte differentiation	2200; 3071; 3694; 3958; 4318; 5105; 5788; 6422; 7412; 139818; 9770	PCK1; RASSF2; ITGB6; SFRP1; FBN1; NCKAP1L; PTPRC; VCAM1; MMP9; LGALS3; DOCK11	523	116
1.22192507874e-06	2.72896600918e-05	GO:0009897	c	3	external side of plasma membrane	563; 929; 3689; 3694; 4240; 5270; 5788; 7412; 9332	ITGB2; MFGE8; ITGB6; AZGP1; CD163; CD14; PTPRC; VCAM1; SERPINE2	416	73
1.45510502658e-06	1.25668161386e-05	GO:0007154	b	2	cell communication	183; 207; 240; 929; 1284; 1306; 1410; 2162; 2182; 2200; 2202; 2335; 2983; 3071; 3371; 3490; 3689; 3690; 3694; 3936; 3958; 4035; 4052; 4131; 4318; 5105; 5270; 5359; 5788; 6422; 7052; 7369; 7412; 7837; 8572; 139818; 9770; 10631; 11151; 83706; 51473; 23166; 57333; 63916; 6320	TGM2; NCKAP1L; STAB1; RASSF2; CRYAB; MAP1B; AKT1; PCK1; F13A1; AGT; DOCK11; SERPINE2; FERMT3; VCAM1; PDLIM4; ITGB3; ITGB2; RCN3; LTBP1; ITGB6; EFEMP1; ALOX5; UMOD; FBN1; POSTN; SFRP1; IGFBP7; TNC; LGALS3; LCP1; CLEC11A; DCDC2; COL15A1; LRP1; FN1; PLSCR1; ELMO2; ACSL4; CD14; CORO1A; PTPRC; GUCY1B1; MMP9; PXDN; COL4A2	6715	1635
1.95021574015e-06	4.05995728365e-05	GO:0031589	b	3	cell-substrate adhesion	2335; 3689; 3690; 3694; 4035; 6422; 7412; 10516; 10631; 11151; 83706; 30008	ITGB3; SFRP1; FN1; ITGB6; FERMT3; LRP1; CORO1A; POSTN; ITGB2; EFEMP2; VCAM1; FBLN5	354	149
2.04703728588e-06	4.05995728365e-05	GO:0001568	b	3	blood vessel development	207; 240; 1215; 1284; 1306; 2335; 3689; 3690; 4035; 4240; 6422; 7045; 23166; 30008	COL15A1; ITGB3; ITGB2; STAB1; MFGE8; FN1; ALOX5; SFRP1; AKT1; CMA1; LRP1; EFEMP2; COL4A2; TGFBI	665	207
2.10886902464e-06	7.99994250241e-05	GO:0022407	b	4	regulation of cell-cell adhesion	207; 240; 3071; 3689; 3958; 5105; 5270; 5788; 7412; 11151; 83706	NCKAP1L; FERMT3; ALOX5; CORO1A; ITGB2; AKT1; PCK1; PTPRC; VCAM1; LGALS3; SERPINE2	427	124
2.20613184179e-06	7.99994250241e-05	GO:0072359	b	4	circulatory system development	207; 240; 1215; 1284; 1306; 2200; 2335; 3689; 3690; 4035; 4240; 6422; 7045; 7412; 8572; 23166; 30008	PDLIM4; COL15A1; ITGB3; ITGB2; STAB1; MFGE8; FN1; ALOX5; SFRP1; FBN1; AKT1; CMA1; LRP1; EFEMP2; COL4A2; TGFBI; VCAM1	1040	306
2.24776064757e-06	7.99994250241e-05	GO:0045785	b	4	positive regulation of cell adhesion	207; 240; 2335; 3071; 3689; 5105; 5788; 6422; 7052; 7412; 11151; 30008	EFEMP2; TGM2; PCK1; FN1; ALOX5; SFRP1; CORO1A; ITGB2; AKT1; NCKAP1L; PTPRC; VCAM1	421	151
2.34761292396e-06	7.99994250241e-05	GO:0042127	b	4	regulation of cell proliferation	183; 207; 240; 563; 2335; 3071; 3371; 3490; 3690; 3958; 4318; 5270; 5788; 6422; 7052; 7369; 7412; 11151; 30008; 6320	EFEMP2; ITGB3; NCKAP1L; FN1; AZGP1; ALOX5; UMOD; CORO1A; TGM2; CLEC11A; AKT1; SFRP1; PTPRC; IGFBP7; TNC; MMP9; LGALS3; AGT; SERPINE2; VCAM1	1598	417
