p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
1.24645381972e-05	0.00101060637436	GO:0043436	b	4	oxoacid metabolic process	30; 1428; 1579; 2346; 2348; 2593; 2948; 3033; 6569; 8528; 8942; 10861; 11001; 79814; 80896; 113675; 81888; 54677; 55526; 26061; 255189	NPL; HADH; GAMT; CYP4A11; SLC26A1; HACL1; HYI; CROT; GSTM4; PLA2G4F; SLC34A1; CRYM; ACAA1; KYNU; DDO; DHTKD1; AGMAT; SDSL; SLC27A2; FOLR1; FOLH1	1179	677
1.49350695719e-05	0.00101060637436	GO:0016054	b	4	organic acid catabolic process	30; 1428; 1579; 3033; 8528; 8942; 11001; 80896; 113675; 54677; 26061	HADH; KYNU; CYP4A11; NPL; HACL1; CROT; CRYM; ACAA1; DDO; SDSL; SLC27A2	285	199
1.49350695719e-05	0.000270304556406	GO:0046395	b	5	carboxylic acid catabolic process	30; 1428; 1579; 3033; 8528; 8942; 11001; 80896; 113675; 54677; 26061	HADH; KYNU; CYP4A11; NPL; HACL1; CROT; CRYM; ACAA1; DDO; SDSL; SLC27A2	285	199
1.57922955538e-05	0.000270304556406	GO:0046688	b	5	response to copper ion	4493; 4495; 4500; 645745	MT1L; MT1E; MT1G; MT1HL1	43	14
1.68268017941e-05	0.000745988212872	GO:0006082	b	3	organic acid metabolic process	30; 1428; 1579; 2346; 2348; 2593; 2948; 3033; 55526; 6569; 8528; 8942; 10861; 11001; 79814; 80896; 113675; 81888; 54677; 26061; 255189	NPL; HADH; GAMT; CYP4A11; SLC26A1; HACL1; HYI; CROT; AGMAT; GSTM4; PLA2G4F; DHTKD1; CRYM; ACAA1; KYNU; DDO; SLC34A1; SDSL; SLC27A2; FOLR1; FOLH1	1199	690
1.75807841565e-05	0.000270304556406	GO:0015849	b	5	organic acid transport	368; 1579; 2348; 6520; 10861; 11001; 133418; 54677; 255189	CYP4A11; EMB; SLC3A2; CROT; PLA2G4F; SLC26A1; ABCC6; FOLR1; SLC27A2	352	131
2.34068042968e-05	0.000778276242869	GO:0044282	b	3	small molecule catabolic process	30; 1428; 1579; 3033; 8528; 8942; 11001; 80896; 113675; 54677; 26061; 64080; 130589	HADH; KYNU; CYP4A11; NPL; HACL1; CROT; RBKS; CRYM; ACAA1; DDO; GALM; SDSL; SLC27A2	460	292
2.49270967699e-05	0.00126505016107	GO:0071241	b	4	cellular response to inorganic substance	210; 4493; 4495; 4500; 5641; 6569; 645745	SLC34A1; MT1HL1; ALAD; LGMN; MT1L; MT1E; MT1G	218	76
2.55687781439e-05	0.000349439967966	GO:0019752	b	5	carboxylic acid metabolic process	30; 1428; 1579; 2346; 2348; 2593; 2948; 3033; 6569; 8528; 8942; 11001; 79814; 80896; 113675; 81888; 54677; 55526; 26061; 255189	HADH; GAMT; CYP4A11; NPL; HACL1; HYI; CROT; GSTM4; PLA2G4F; SLC34A1; CRYM; ACAA1; KYNU; DDO; DHTKD1; AGMAT; SDSL; SLC27A2; FOLR1; FOLH1	1088	651
5.38188553597e-05	0.0016559171428	GO:0031907	c	4	microbody lumen	30; 1428; 8528; 54677; 26061	HACL1; CRYM; ACAA1; DDO; CROT	51	36
5.38188553597e-05	0.000753463975036	GO:0005782	c	5	peroxisomal matrix	30; 1428; 8528; 54677; 26061	HACL1; CRYM; ACAA1; DDO; CROT	51	36
8.29423948086e-05	0.00102019145615	GO:0046348	b	5	amino sugar catabolic process	1116; 1118; 80896	NPL; CHIT1; CHI3L1	13	8
0.000106833364052	0.00384600110586	GO:0044438	c	3	microbody part	30; 1428; 8528; 11001; 54677; 26061	HACL1; CROT; CRYM; ACAA1; DDO; SLC27A2	101	66
0.000106833364052	0.0016559171428	GO:0044439	c	4	peroxisomal part	30; 1428; 8528; 11001; 54677; 26061	HACL1; CROT; CRYM; ACAA1; DDO; SLC27A2	101	66
0.000178909277602	0.00639629050775	GO:0043574	b	4	peroxisomal transport	30; 8528; 11001; 54677; 26061	HACL1; ACAA1; DDO; CROT; SLC27A2	69	46
0.000189052921411	0.00639629050775	GO:0044242	b	4	cellular lipid catabolic process	30; 1579; 2760; 3033; 11001; 54677; 26061; 255189	HADH; CYP4A11; HACL1; CROT; GM2A; ACAA1; PLA2G4F; SLC27A2	239	139
0.000331959345078	0.00883011857909	GO:0006575	b	3	cellular modified amino acid metabolic process	1428; 2348; 2593; 2948; 53405; 54677; 255189	CLIC5; CROT; GSTM4; PLA2G4F; CRYM; GAMT; FOLR1	219	114
0.000356169829252	0.0121097741946	GO:0019842	m	3	vitamin binding	2348; 55526; 5950; 8942; 113675; 26061	KYNU; SDSL; HACL1; DHTKD1; RBP4; FOLR1	148	82
0.000380462154202	0.0038313109314	GO:0009062	b	5	fatty acid catabolic process	30; 1579; 3033; 11001; 54677; 26061	HADH; CYP4A11; HACL1; CROT; ACAA1; SLC27A2	114	83
0.000404935301693	0.0115673893779	GO:0006030	b	4	chitin metabolic process	1116; 1118	CHIT1; CHI3L1	6	3
0.000404935301693	0.0038313109314	GO:0006032	b	5	chitin catabolic process	1116; 1118	CHIT1; CHI3L1	6	3
0.000404935301693	0.0038313109314	GO:0097089	b	5	methyl-branched fatty acid metabolic process	11001; 26061	HACL1; SLC27A2	3	3
0.000404935301693	0.00485922362032	GO:0004568	m	5	chitinase activity	1116; 1118	CHIT1; CHI3L1	6	3
0.000432934770015	0.00447365929015	GO:0042579	c	4	microbody	30; 1428; 8528; 11001; 54677; 26061	HACL1; CROT; CRYM; ACAA1; DDO; SLC27A2	139	85
0.000432934770015	0.0030305433901	GO:0005777	c	5	peroxisome	30; 1428; 8528; 11001; 54677; 26061	HACL1; CROT; CRYM; ACAA1; DDO; SLC27A2	139	85
0.000455857709474	0.0115673893779	GO:0007031	b	4	peroxisome organization	30; 8528; 11001; 54677; 26061	HACL1; ACAA1; DDO; CROT; SLC27A2	84	56
0.000546565148596	0.0120596405754	GO:0033273	b	4	response to vitamin	210; 2348; 6569; 8942	SLC34A1; KYNU; ALAD; FOLR1	88	33
0.000678914581948	0.0120596405754	GO:0045926	b	4	negative regulation of growth	4493; 4495; 4500; 5641; 5950	MT1L; MT1E; MT1G; RBP4; LGMN	238	61
0.00077570083466	0.0120596405754	GO:0042537	b	4	benzene-containing compound metabolic process	30; 2948; 8942	ACAA1; KYNU; GSTM4	24	16
0.00077570083466	0.0120596405754	GO:0006040	b	4	amino sugar metabolic process	1116; 1118; 80896	NPL; CHIT1; CHI3L1	41	16
0.00077570083466	0.00681508590452	GO:1901571	b	5	fatty acid derivative transport	368; 1579; 255189	ABCC6; CYP4A11; PLA2G4F	51	16
0.000786938363545	0.0120596405754	GO:0006811	b	4	ion transport	368; 771; 1579; 2348; 6520; 6569; 10861; 10864; 11001; 133418; 53405; 54677; 23072; 255189	CLIC5; CYP4A11; EMB; SLC3A2; CROT; CA12; PLA2G4F; SLC34A1; SLC26A1; SLC22A7; HECW1; ABCC6; FOLR1; SLC27A2	1655	468
0.000803743921563	0.0136636466666	GO:0008061	m	3	chitin binding	1116; 1118	CHIT1; CHI3L1	8	4
0.000831699350026	0.0120596405754	GO:0016042	b	4	lipid catabolic process	30; 1579; 2760; 3033; 11001; 54677; 26061; 255189	HADH; CYP4A11; HACL1; CROT; GM2A; ACAA1; PLA2G4F; SLC27A2	346	173
0.000847075695406	0.00694602070233	GO:0001676	b	5	long-chain fatty acid metabolic process	30; 1579; 2948; 11001; 26061	HACL1; GSTM4; ACAA1; CYP4A11; SLC27A2	122	64
0.000897025211969	0.0260137311471	GO:0045177	c	2	apical part of cell	368; 1579; 2348; 2760; 5641; 6520; 6569; 53405	CLIC5; CYP4A11; LGMN; SLC3A2; GM2A; SLC34A1; ABCC6; FOLR1	415	175
0.00114284409504	0.0251425700909	GO:0008509	m	4	anion transmembrane transporter activity	368; 6520; 10861; 10864; 11001; 53405	CLIC5; SLC3A2; SLC26A1; SLC22A7; ABCC6; SLC27A2	341	102
0.00124278873313	0.0147244758874	GO:0033218	m	2	amide binding	1200; 2346; 2348; 2948; 3113; 4883; 53354	PANK1; NPR3; TPP1; GSTM4; HLA-DPA1; FOLR1; FOLH1	397	142
0.00124278873313	0.0168190741883	GO:0010038	b	4	response to metal ion	210; 4493; 4495; 4500; 5641; 6569; 645745	SLC34A1; MT1HL1; ALAD; LGMN; MT1L; MT1E; MT1G	354	142
0.00130253899236	0.0288729476639	GO:1901575	b	3	organic substance catabolic process	30; 210; 1116; 1118; 1200; 1428; 1579; 2760; 3033; 55526; 5641; 8528; 8722; 8942; 11001; 80896; 113675; 54677; 23072; 26061; 255189; 64080; 130589	ALAD; HACL1; CROT; DHTKD1; RBKS; CHI3L1; GALM; KYNU; CHIT1; ACAA1; NPL; TPP1; CTSF; CRYM; DDO; CYP4A11; PLA2G4F; SLC27A2; HADH; SDSL; LGMN; GM2A; HECW1	2245	1066
0.00132931421502	0.0147244758874	GO:0016829	m	2	lyase activity	210; 771; 2948; 80896; 113675; 26061	NPL; SDSL; HACL1; GSTM4; CA12; ALAD	194	105
0.00135878567878	0.0172395932995	GO:0019395	b	4	fatty acid oxidation	30; 3033; 11001; 54677; 26061	HACL1; HADH; ACAA1; CROT; SLC27A2	105	71
0.00147912688672	0.0167634380495	GO:0050662	m	3	coenzyme binding	1428; 3033; 55526; 8528; 8942; 113675; 53354; 26061	PANK1; HADH; KYNU; SDSL; HACL1; DHTKD1; CRYM; DDO	297	189
0.00153980236732	0.0292562449792	GO:0034440	b	3	lipid oxidation	30; 3033; 11001; 54677; 26061	HACL1; HADH; ACAA1; CROT; SLC27A2	110	73
0.00164482438261	0.0222588268342	GO:0016324	c	3	apical plasma membrane	368; 1579; 2348; 2760; 6520; 6569; 53405	CLIC5; CYP4A11; SLC3A2; GM2A; SLC34A1; ABCC6; FOLR1	353	149
0.00176693710649	0.0147244758874	GO:0048037	m	2	cofactor binding	1428; 1579; 2948; 3033; 55526; 8528; 8942; 113675; 53354; 26061	PANK1; HADH; KYNU; CYP4A11; HACL1; GSTM4; DHTKD1; CRYM; DDO; SDSL	512	290
0.00185490223618	0.0222588268342	GO:0016323	c	3	basolateral plasma membrane	368; 2348; 2760; 6520; 10861; 10864	SLC3A2; GM2A; SLC26A1; SLC22A7; ABCC6; FOLR1	242	112
0.00188553700833	0.0313470527634	GO:0017144	b	3	drug metabolic process	30; 1116; 1118; 205; 1579; 2348; 2593; 2644; 55526; 6569; 8942; 80896; 113675	SLC34A1; GAMT; CYP4A11; NPL; CHIT1; AK4; DHTKD1; ACAA1; KYNU; CHI3L1; SDSL; FOLR1; GCHFR	854	454
0.00197910946168	0.0168224304243	GO:0030976	m	3	thiamine pyrophosphate binding	55526; 26061	DHTKD1; HACL1	8	6
0.00197910946168	0.0152144039867	GO:0001561	b	5	fatty acid alpha-oxidation	11001; 26061	HACL1; SLC27A2	9	6
0.00228731008524	0.016549361205	GO:0046394	b	5	carboxylic acid biosynthetic process	1579; 2346; 2593; 2948; 8942; 11001; 113675; 55526; 255189	GAMT; CYP4A11; GSTM4; DHTKD1; KYNU; SDSL; FOLH1; PLA2G4F; SLC27A2	462	250
0.00235080480104	0.0280713749771	GO:0016053	b	4	organic acid biosynthetic process	1579; 2346; 2593; 2948; 8942; 11001; 113675; 55526; 255189	GAMT; CYP4A11; GSTM4; DHTKD1; KYNU; SDSL; FOLH1; PLA2G4F; SLC27A2	463	251
0.00271345656345	0.0306017601322	GO:0006631	b	4	fatty acid metabolic process	30; 1579; 2948; 3033; 11001; 54677; 26061; 255189	HADH; CYP4A11; HACL1; CROT; GSTM4; ACAA1; PLA2G4F; SLC27A2	387	208
0.0027498430277	0.0187905940226	GO:0046689	b	5	response to mercury ion	210; 6569	SLC34A1; ALAD	12	7
0.00363880990534	0.0388778110939	GO:0042178	b	4	xenobiotic catabolic process	30; 2948	ACAA1; GSTM4	12	8
0.00371555150282	0.0549075944306	GO:0050877	b	3	nervous system process	368; 1200; 1428; 2760; 5641; 5950; 53405	CLIC5; LGMN; TPP1; GM2A; CRYM; RBP4; ABCC6	1431	172
0.00376009634751	0.0241666866619	GO:0006635	b	5	fatty acid beta-oxidation	30; 3033; 11001; 54677	HADH; ACAA1; CROT; SLC27A2	75	55
0.00392954254666	0.0241666866619	GO:0006869	b	5	lipid transport	1579; 2760; 5950; 11001; 54677; 255189	CYP4A11; CROT; GM2A; RBP4; PLA2G4F; SLC27A2	364	130
0.00396178889033	0.0269401644542	GO:0015318	m	3	inorganic molecular entity transmembrane transporter activity	368; 5950; 6520; 6569; 10861; 11001; 53405	CLIC5; SLC3A2; SLC34A1; SLC26A1; RBP4; ABCC6; SLC27A2	809	174
0.00464321986637	0.0879047042594	GO:0032941	b	2	secretion by tissue	4883; 10551	NPR3; AGR2	35	9
0.00464321986637	0.0475057620633	GO:1900750	m	4	oligopeptide binding	2346; 2948	GSTM4; FOLH1	13	9
0.00464321986637	0.0271960020745	GO:0051791	b	5	medium-chain fatty acid metabolic process	1579; 54677	CROT; CYP4A11	14	9
0.00539194186033	0.0879047042594	GO:0009056	b	2	catabolic process	30; 210; 1116; 1118; 1200; 1428; 1579; 2760; 2948; 3033; 55526; 5641; 8528; 8722; 8942; 11001; 80896; 113675; 54677; 23072; 26061; 255189; 64080; 130589	ALAD; HACL1; CROT; DHTKD1; RBKS; CHI3L1; GALM; KYNU; CHIT1; ACAA1; NPL; TPP1; CTSF; CRYM; DDO; CYP4A11; PLA2G4F; SLC27A2; HADH; SDSL; LGMN; GM2A; GSTM4; HECW1	2717	1255
0.00576032998355	0.0321584670276	GO:0050885	b	5	neuromuscular process controlling balance	1200; 2760	TPP1; GM2A	42	10
0.00578718801111	0.0270068773852	GO:0043202	c	5	lysosomal lumen	1200; 2760; 5641; 8722	TPP1; GM2A; CTSF; LGMN	96	62
0.00601337188321	0.0321584670276	GO:0050953	b	5	sensory perception of light stimulus	368; 5950; 53405	ABCC6; CLIC5; RBP4	220	32
0.00629698157543	0.0804680672149	GO:0005975	b	3	carbohydrate metabolic process	1116; 1118; 2760; 55526; 5950; 6520; 80896; 64080; 130589	NPL; SLC3A2; CHIT1; GM2A; DHTKD1; RBKS; RBP4; CHI3L1; GALM	644	291
0.00632435983354	0.0395272489596	GO:0022857	m	2	transmembrane transporter activity	368; 5950; 6520; 6569; 10861; 10864; 11001; 53405	CLIC5; SLC3A2; SLC34A1; SLC26A1; SLC22A7; RBP4; ABCC6; SLC27A2	1067	239
0.00647805846318	0.0475057620633	GO:0015291	m	4	secondary active transmembrane transporter activity	6520; 6569; 10861; 10864	SLC3A2; SLC34A1; SLC22A7; SLC26A1	240	64
0.00656005255667	0.0879047042594	GO:0007586	b	2	digestion	1118; 4883; 5950	CHIT1; NPR3; RBP4	138	33
0.00696914199843	0.0804680672149	GO:0040008	b	3	regulation of growth	2593; 4493; 4495; 4500; 5641; 5950; 10551	GAMT; LGMN; AGR2; MT1L; RBP4; MT1E; MT1G	633	193
0.00698744393509	0.0709225559411	GO:0042430	b	4	indole-containing compound metabolic process	6569; 8942	SLC34A1; KYNU	24	11
0.00698744393509	0.0358106501673	GO:1901071	b	5	glucosamine-containing compound metabolic process	1116; 1118	CHIT1; CHI3L1	26	11
0.00774243550413	0.0431256814485	GO:0042277	m	3	peptide binding	1200; 2346; 2948; 3113; 4883	HLA-DPA1; TPP1; NPR3; GSTM4; FOLH1	330	106
0.00777549606433	0.0804680672149	GO:0009636	b	3	response to toxic substance	30; 210; 4493; 4495; 4500; 5950; 645745	MT1HL1; ALAD; MT1L; ACAA1; RBP4; MT1E; MT1G	501	197
0.00786529980296	0.0804680672149	GO:0010876	b	3	lipid localization	1579; 2760; 5950; 11001; 54677; 255189	CYP4A11; CROT; GM2A; RBP4; PLA2G4F; SLC27A2	411	150
0.00818807297719	0.0409403648859	GO:0043167	m	2	ion binding	210; 368; 771; 1200; 205; 1579; 2346; 2348; 2644; 2948; 3033; 4493; 4495; 4500; 4883; 55526; 645745; 8528; 8942; 11001; 51110; 340706; 341640; 79814; 113675; 53354; 55687; 254295; 64236; 26061; 255189; 64080	ALAD; HACL1; DHTKD1; RBKS; GCHFR; PANK1; KYNU; MT1L; MT1E; MT1G; FOLH1; NPR3; TRMU; PDLIM2; PHYHD1; TPP1; VWA2; CA12; MT1HL1; DDO; AGMAT; SDSL; PLA2G4F; SLC27A2; HADH; LACTB2; CYP4A11; GSTM4; AK4; FREM2; ABCC6; FOLR1	6337	1920
0.00832191131858	0.0409438036874	GO:0015936	b	5	coenzyme A metabolic process	53354; 54677	PANK1; CROT	15	12
0.00863860678606	0.0835065322652	GO:1901605	b	4	alpha-amino acid metabolic process	1428; 2593; 8528; 8942; 79814; 113675	GAMT; SDSL; CRYM; KYNU; DDO; AGMAT	228	153
0.00887881676881	0.0431256814485	GO:0015075	m	3	ion transmembrane transporter activity	368; 6520; 6569; 10861; 10864; 11001; 53405	CLIC5; SLC3A2; SLC34A1; SLC26A1; SLC22A7; ABCC6; SLC27A2	866	202
