p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
1.17425350625e-10	4.14902905543e-09	GO:0045321	b	2	leukocyte activation	12; 199; 240; 306; 718; 929; 1075; 1116; 1509; 1512; 1536; 1823; 3071; 3115; 3684; 3689; 3694; 3848; 3934; 3936; 3958; 4057; 4353; 5105; 5788; 5880; 7412; 8635; 8876; 8972; 10892; 10970; 11151; 11240; 1508; 79888; 23526; 64926	NCKAP1L; LCN2; KRT1; PCK1; CHI3L1; RASAL3; RNASET2; ARHGAP45; SERPINA3; MGAM; DSC1; LPCAT1; C3; CTSB; MALT1; CTSH; HLA-DPB1; ANXA3; ITGB2; RAC2; ITGB6; ALOX5; CTSC; CTSD; CYBB; PADI2; LTF; LGALS3; LCP1; VNN1; MPO; CD14; CORO1A; PTPRC; ITGAM; AIF1; CKAP4; VCAM1	1321	473
1.34478181972e-10	7.23287428651e-09	GO:0043062	b	3	extracellular structure organization	183; 871; 1291; 1292; 1293; 2200; 3371; 3684; 3689; 3690; 3694; 3936; 4316; 4353; 6678; 6696; 7045; 7412; 7837; 79709; 60681; 30008	COLGALT1; FKBP10; AGT; SPARC; ITGB3; ITGB2; ITGB6; EFEMP2; FBN1; VCAM1; TNC; MMP7; LCP1; COL6A3; MPO; SPP1; ITGAM; COL6A1; TGFBI; SERPINH1; COL6A2; PXDN	454	163
1.43509410447e-10	7.23287428651e-09	GO:0043299	b	3	leukocyte degranulation	12; 240; 306; 718; 929; 1075; 1116; 1509; 1512; 1536; 1823; 3071; 3684; 3689; 3848; 3934; 3958; 4057; 4353; 5788; 5880; 8635; 8876; 8972; 10970; 11151; 11240; 1508; 79888; 23526	NCKAP1L; LCN2; KRT1; CORO1A; CHI3L1; RNASET2; ARHGAP45; SERPINA3; MGAM; DSC1; LPCAT1; C3; CTSB; CTSH; ANXA3; ITGB2; RAC2; ALOX5; CTSC; CTSD; CYBB; PADI2; LTF; LGALS3; VNN1; MPO; CD14; PTPRC; ITGAM; CKAP4	541	306
1.69469794798e-10	2.27035562113e-08	GO:0002274	b	4	myeloid leukocyte activation	12; 199; 240; 306; 718; 929; 1075; 1116; 1509; 1512; 1536; 1823; 3071; 3684; 3689; 3694; 3848; 3934; 3958; 4057; 4353; 5788; 5880; 8635; 8876; 8972; 10970; 11240; 1508; 79888; 23526	NCKAP1L; LCN2; KRT1; CHI3L1; RNASET2; ARHGAP45; SERPINA3; MGAM; DSC1; LPCAT1; C3; CTSB; CTSH; ANXA3; ITGB2; RAC2; ITGB6; ALOX5; CTSC; CTSD; CYBB; PADI2; LTF; LGALS3; VNN1; MPO; CD14; PTPRC; ITGAM; AIF1; CKAP4	658	328
1.90386215608e-10	2.27035562113e-08	GO:0045055	b	4	regulated exocytosis	12; 240; 306; 718; 929; 1075; 1116; 1509; 1512; 1536; 1823; 2162; 3071; 3684; 3689; 3690; 3848; 3934; 3958; 4057; 4353; 5788; 5880; 6678; 8635; 8876; 8972; 10970; 11151; 11240; 1508; 79888; 83706; 23526	NCKAP1L; LCN2; ITGB3; KRT1; CORO1A; CHI3L1; F13A1; RNASET2; ARHGAP45; SERPINA3; MGAM; DSC1; SPARC; LPCAT1; C3; CTSB; CTSH; ANXA3; ITGB2; RAC2; ALOX5; CTSC; CTSD; CYBB; FERMT3; PADI2; LTF; LGALS3; VNN1; MPO; CD14; PTPRC; ITGAM; CKAP4	786	392
3.72155833185e-10	9.8621295794e-09	GO:0002252	b	2	immune effector process	12; 240; 306; 563; 718; 730; 929; 1075; 1116; 1401; 1509; 1512; 1536; 1823; 3071; 3684; 3689; 3848; 3934; 3936; 3958; 4057; 4353; 5105; 5788; 5880; 5950; 6772; 8635; 8876; 8972; 10892; 10970; 11151; 11240; 1508; 79888; 23526; 63916	CRP; NCKAP1L; LCN2; KRT1; PCK1; CHI3L1; RNASET2; ELMO2; ARHGAP45; SERPINA3; STAT1; MGAM; DSC1; LPCAT1; C3; C7; CTSB; MALT1; CTSH; ANXA3; ITGB2; RAC2; ALOX5; CTSC; CTSD; CYBB; PADI2; RBP4; LTF; LGALS3; LCP1; VNN1; AZGP1; MPO; CD14; CORO1A; PTPRC; ITGAM; CKAP4	1324	515
8.90611306728e-10	8.2677229322e-08	GO:0002275	b	4	myeloid cell activation involved in immune response	12; 240; 306; 718; 929; 1075; 1116; 1509; 1512; 1536; 1823; 3071; 3684; 3689; 3848; 3934; 3958; 4057; 4353; 5788; 5880; 8635; 8876; 8972; 10970; 11240; 1508; 79888; 23526	NCKAP1L; LCN2; KRT1; CHI3L1; RNASET2; ARHGAP45; SERPINA3; MGAM; DSC1; LPCAT1; C3; CTSB; CTSH; ANXA3; ITGB2; RAC2; ALOX5; CTSC; CTSD; CYBB; PADI2; LTF; LGALS3; VNN1; MPO; CD14; PTPRC; ITGAM; CKAP4	554	309
1.0359537395e-09	7.87324842018e-08	GO:0070062	c	4	extracellular exosome	12; 143; 183; 306; 563; 718; 730; 929; 983; 1075; 1116; 1291; 1292; 1293; 1356; 1368; 1410; 1474; 1509; 1512; 1823; 2182; 2289; 3071; 3490; 3684; 3689; 3690; 3848; 3849; 3858; 3934; 3936; 3958; 4057; 4316; 4353; 5104; 5105; 5176; 5271; 5641; 5696; 5788; 5880; 5950; 6696; 7045; 7412; 7837; 8635; 8972; 10970; 11151; 11240; 1508; 374454; 26509; 83706; 117159; 53405; 59338; 30008; 64926; 196374	KRT77; NCKAP1L; CPM; EFEMP2; LCN2; MPO; CRYAB; ITGB3; RBP4; FKBP5; KRT1; PCK1; CHI3L1; RASAL3; AGT; RNASET2; MYOF; SERPINA3; SERPINA5; MGAM; DSC1; PSMB8; CKAP4; VCAM1; C3; SPP1; CST6; PLEKHA1; CTSH; ANXA3; ITGB2; RAC2; FERMT3; PARP4; CTSB; CTSC; CTSD; KRT78; SERPINB8; PADI2; SERPINF1; IGFBP7; TGFBI; LGALS3; LCP1; CP; CLIC5; LGMN; KRT2; AZGP1; C7; ACSL4; CDK1; CD14; CORO1A; PTPRC; ITGAM; KRT10; COL6A1; MMP7; COL6A3; COL6A2; DCD; PXDN; LTF	2146	1258
1.0399651487e-09	8.2677229322e-08	GO:0043312	b	4	neutrophil degranulation	12; 240; 306; 718; 929; 1075; 1116; 1509; 1512; 1536; 1823; 3071; 3684; 3689; 3848; 3934; 3958; 4057; 4353; 5788; 8635; 8876; 8972; 10970; 11240; 1508; 79888; 23526	NCKAP1L; LCN2; KRT1; ITGB2; CHI3L1; RNASET2; ARHGAP45; SERPINA3; MGAM; DSC1; LPCAT1; C3; CTSB; CTSH; ANXA3; CTSC; ALOX5; VNN1; CTSD; CYBB; PADI2; LTF; LGALS3; MPO; CD14; PTPRC; ITGAM; CKAP4	490	291
1.1951239148e-09	3.94390891883e-08	GO:1903561	c	3	extracellular vesicle	12; 143; 183; 306; 563; 718; 730; 929; 983; 1075; 1116; 1291; 1292; 1293; 1356; 1368; 1410; 1474; 1509; 1512; 1823; 2182; 2289; 3071; 3490; 3684; 3689; 3690; 3848; 3849; 3858; 3934; 3936; 3958; 4057; 4316; 4353; 5104; 5105; 5176; 5271; 5641; 5696; 5788; 5880; 5950; 6696; 7045; 7412; 7837; 8635; 8972; 10970; 11151; 11240; 1508; 374454; 26509; 83706; 117159; 53405; 59338; 30008; 64926; 196374	KRT77; NCKAP1L; CPM; EFEMP2; LCN2; MPO; CRYAB; ITGB3; RBP4; FKBP5; KRT1; PCK1; CHI3L1; RASAL3; AGT; RNASET2; MYOF; SERPINA3; SERPINA5; MGAM; DSC1; PSMB8; CKAP4; VCAM1; C3; SPP1; CST6; PLEKHA1; CTSH; ANXA3; ITGB2; RAC2; FERMT3; PARP4; CTSB; CTSC; CTSD; KRT78; SERPINB8; PADI2; SERPINF1; IGFBP7; TGFBI; LGALS3; LCP1; CP; CLIC5; LGMN; KRT2; AZGP1; C7; ACSL4; CDK1; CD14; CORO1A; PTPRC; ITGAM; KRT10; COL6A1; MMP7; COL6A3; COL6A2; DCD; PXDN; LTF	2167	1262
1.2384528486e-09	2.14665160425e-08	GO:0043230	c	2	extracellular organelle	12; 143; 183; 306; 563; 718; 730; 929; 983; 1075; 1116; 1291; 1292; 1293; 1356; 1368; 1410; 1474; 1509; 1512; 1823; 2182; 2289; 3071; 3490; 3684; 3689; 3690; 3848; 3849; 3858; 3934; 3936; 3958; 4057; 4316; 4353; 5104; 5105; 5176; 5271; 5641; 5696; 5788; 5880; 5950; 6696; 7045; 7412; 7837; 8635; 8972; 10970; 11151; 11240; 1508; 374454; 26509; 83706; 117159; 53405; 59338; 30008; 64926; 196374	KRT77; NCKAP1L; CPM; EFEMP2; LCN2; MPO; CRYAB; ITGB3; RBP4; FKBP5; KRT1; PCK1; CHI3L1; RASAL3; AGT; RNASET2; MYOF; SERPINA3; SERPINA5; MGAM; DSC1; PSMB8; CKAP4; VCAM1; C3; SPP1; CST6; PLEKHA1; CTSH; ANXA3; ITGB2; RAC2; FERMT3; PARP4; CTSB; CTSC; CTSD; KRT78; SERPINB8; PADI2; SERPINF1; IGFBP7; TGFBI; LGALS3; LCP1; CP; CLIC5; LGMN; KRT2; AZGP1; C7; ACSL4; CDK1; CD14; CORO1A; PTPRC; ITGAM; KRT10; COL6A1; MMP7; COL6A3; COL6A2; DCD; PXDN; LTF	2169	1263
1.30529752116e-09	8.42083253151e-08	GO:0002444	b	4	myeloid leukocyte mediated immunity	12; 240; 306; 718; 929; 1075; 1116; 1509; 1512; 1536; 1823; 3071; 3684; 3689; 3848; 3934; 3958; 4057; 4353; 5788; 5880; 8635; 8876; 8972; 10970; 11240; 1508; 79888; 23526	NCKAP1L; LCN2; KRT1; CHI3L1; RNASET2; ARHGAP45; SERPINA3; MGAM; DSC1; LPCAT1; C3; CTSB; CTSH; ANXA3; ITGB2; RAC2; ALOX5; CTSC; CTSD; CYBB; PADI2; LTF; LGALS3; VNN1; MPO; CD14; PTPRC; ITGAM; CKAP4	556	314
1.42677568313e-09	8.42083253151e-08	GO:0036230	b	4	granulocyte activation	12; 240; 306; 718; 929; 1075; 1116; 1509; 1512; 1536; 1823; 3071; 3684; 3689; 3848; 3934; 3958; 4057; 4353; 5788; 8635; 8876; 8972; 10970; 11240; 1508; 79888; 23526	NCKAP1L; LCN2; KRT1; ITGB2; CHI3L1; RNASET2; ARHGAP45; SERPINA3; MGAM; DSC1; LPCAT1; C3; CTSB; CTSH; ANXA3; CTSC; ALOX5; VNN1; CTSD; CYBB; PADI2; LTF; LGALS3; MPO; CD14; PTPRC; ITGAM; CKAP4	509	295
1.5888363267e-09	8.42083253151e-08	GO:0006954	b	4	inflammatory response	12; 143; 183; 199; 240; 718; 730; 929; 1075; 1116; 1401; 1536; 2687; 3684; 3689; 3694; 3848; 5176; 5788; 6696; 7412; 8876; 9332; 23166	CRP; STAB1; KRT1; ITGB2; CHI3L1; AGT; SERPINA3; C3; PTPRC; C7; CTSC; ITGB6; PARP4; ALOX5; VNN1; CYBB; SERPINF1; VCAM1; GGT5; CD163; CD14; SPP1; ITGAM; AIF1	842	220
1.66758237021e-09	5.62115552666e-07	GO:0002446	b	5	neutrophil mediated immunity	12; 240; 306; 718; 929; 1075; 1116; 1508; 1509; 1512; 1536; 1823; 3071; 3684; 3689; 3848; 3934; 3958; 4057; 4353; 5788; 8635; 8876; 8972; 10970; 11240; 79888; 23526	NCKAP1L; LCN2; KRT1; CHI3L1; RNASET2; ARHGAP45; SERPINA3; MGAM; DSC1; LPCAT1; C3; CTSB; CTSH; ANXA3; ITGB2; ALOX5; CTSC; CTSD; CYBB; PADI2; LTF; LGALS3; VNN1; MPO; CD14; PTPRC; ITGAM; CKAP4	504	297
2.98204537223e-09	5.62115552666e-07	GO:0001894	b	5	tissue homeostasis	12; 563; 1512; 3690; 3694; 3848; 4057; 5880; 5950; 6696; 11151; 79888; 57333	CTSH; ITGB3; SERPINA3; RAC2; ITGB6; AZGP1; KRT1; CORO1A; RBP4; LTF; LPCAT1; SPP1; RCN3	231	60
3.27790984304e-09	1.56356299513e-07	GO:0002684	b	4	positive regulation of immune system process	199; 563; 718; 730; 929; 1075; 1401; 3059; 3071; 3115; 3684; 3689; 3848; 3958; 4057; 5105; 5641; 5696; 5788; 5880; 5950; 6772; 7412; 8876; 9404; 10892; 11151; 1508; 59338; 63916; 64926	CRP; NCKAP1L; LPXN; KRT1; PCK1; RASAL3; VNN1; STAT1; HCLS1; C7; MALT1; PLEKHA1; HLA-DPB1; ITGB2; RAC2; CTSB; CTSC; C3; RBP4; LTF; LGALS3; LGMN; AZGP1; CD14; CORO1A; PTPRC; ITGAM; PSMB8; AIF1; ELMO2; VCAM1	1238	369
8.86762975054e-09	1.95087854512e-07	GO:0044433	c	3	cytoplasmic vesicle part	12; 240; 306; 718; 929; 1075; 1116; 1509; 1512; 1536; 1823; 2162; 3071; 3115; 3684; 3689; 3690; 3848; 3934; 3958; 4057; 4353; 4360; 5104; 5641; 5788; 5880; 6678; 8635; 8876; 8906; 8972; 9332; 9871; 10970; 11151; 11240; 1508; 79888; 26509; 83706; 23166; 23526	NCKAP1L; STAB1; LCN2; ITGB3; KRT1; CORO1A; CHI3L1; F13A1; VNN1; RNASET2; MYOF; ARHGAP45; MRC1; SERPINA3; SERPINA5; MGAM; DSC1; SPARC; LPCAT1; C3; CTSB; CTSH; HLA-DPB1; ANXA3; ITGB2; RAC2; ALOX5; CTSC; CTSD; CYBB; SEC24D; PADI2; LTF; LGALS3; LGMN; FERMT3; MPO; AP1G2; CD14; PTPRC; ITGAM; CD163; CKAP4	1547	676
1.02777574005e-08	3.18610479416e-07	GO:0099503	c	5	secretory vesicle	12; 240; 306; 718; 929; 1075; 1116; 1508; 1509; 1512; 1536; 1823; 2162; 3071; 3684; 3689; 3690; 3848; 3934; 3958; 4057; 4353; 5104; 5788; 6678; 8635; 8876; 8972; 10970; 11240; 79888; 83706; 23526	NCKAP1L; LCN2; ITGB3; KRT1; CHI3L1; F13A1; RNASET2; ARHGAP45; SERPINA3; SERPINA5; MGAM; DSC1; SPARC; LPCAT1; C3; CTSB; CTSH; ANXA3; ITGB2; ALOX5; CTSC; CTSD; CYBB; FERMT3; PADI2; LTF; LGALS3; VNN1; MPO; CD14; PTPRC; ITGAM; CKAP4	1015	432
1.05778180455e-08	2.24249742566e-07	GO:0032940	b	2	secretion by cell	12; 183; 240; 306; 718; 929; 1075; 1116; 1509; 1512; 1536; 1823; 2162; 2182; 3071; 3684; 3689; 3690; 3848; 3934; 3958; 4057; 4353; 5788; 5880; 5950; 6678; 6696; 8635; 8876; 8972; 10970; 11151; 11240; 1508; 79888; 83706; 23526; 57333	NCKAP1L; LCN2; ITGB3; KRT1; CORO1A; CHI3L1; F13A1; AGT; RNASET2; ARHGAP45; SERPINA3; MGAM; DSC1; SPARC; RCN3; LPCAT1; C3; SPP1; CTSB; CTSH; ANXA3; ITGB2; RAC2; ALOX5; CTSC; CTSD; CYBB; FERMT3; PADI2; RBP4; LTF; LGALS3; VNN1; MPO; ACSL4; CD14; PTPRC; ITGAM; CKAP4	1334	577
1.07550103089e-08	4.51710432973e-07	GO:0006887	b	3	exocytosis	12; 240; 306; 718; 929; 1075; 1116; 1509; 1512; 1536; 1823; 2162; 3071; 3684; 3689; 3690; 3848; 3934; 3958; 4057; 4353; 5788; 5880; 6678; 8635; 8876; 8972; 10970; 11151; 11240; 1508; 79888; 83706; 23526	NCKAP1L; LCN2; ITGB3; KRT1; CORO1A; CHI3L1; F13A1; RNASET2; ARHGAP45; SERPINA3; MGAM; DSC1; SPARC; LPCAT1; C3; CTSB; CTSH; ANXA3; ITGB2; RAC2; ALOX5; CTSC; CTSD; CYBB; FERMT3; PADI2; LTF; LGALS3; VNN1; MPO; CD14; PTPRC; ITGAM; CKAP4	901	456
1.55055056456e-08	2.55840843152e-07	GO:0031982	c	3	vesicle	12; 143; 183; 240; 306; 563; 718; 730; 929; 983; 1075; 1116; 1291; 1292; 1293; 1356; 1368; 1410; 1474; 1509; 1512; 1536; 1823; 2162; 2182; 2289; 3071; 3115; 3490; 3684; 3689; 3690; 3848; 3849; 3858; 3934; 3936; 3958; 4057; 4316; 4353; 4360; 5104; 5105; 5176; 5271; 5641; 5696; 5788; 5880; 5950; 6678; 6696; 7045; 7412; 7837; 8635; 8876; 8906; 8972; 9332; 9871; 10970; 11151; 11240; 1508; 374454; 79888; 26509; 83706; 117159; 53405; 23166; 23526; 59338; 30008; 64926; 196374	KRT77; NCKAP1L; STAB1; CPM; DCD; LCN2; MPO; CRYAB; ITGB3; RBP4; FKBP5; KRT1; PCK1; CHI3L1; F13A1; RASAL3; AGT; RNASET2; MYOF; EFEMP2; ARHGAP45; MRC1; SERPINA3; SERPINA5; MGAM; DSC1; SPARC; PSMB8; CKAP4; VCAM1; LPCAT1; C3; SPP1; CST6; CTSB; PLEKHA1; CTSH; HLA-DPB1; ANXA3; ITGB2; RAC2; FERMT3; PARP4; ALOX5; CTSC; CTSD; KRT78; CYBB; SERPINB8; PADI2; SERPINF1; IGFBP7; TGFBI; LGALS3; LCP1; CP; VNN1; SEC24D; LGMN; KRT2; AZGP1; C7; AP1G2; ACSL4; CDK1; CD14; CORO1A; PTPRC; ITGAM; KRT10; COL6A1; MMP7; COL6A3; COL6A2; CLIC5; CD163; PXDN; LTF	3959	1780
1.88802573121e-08	7.17449777858e-07	GO:0005788	c	4	endoplasmic reticulum lumen	718; 871; 1075; 1291; 1292; 1293; 1356; 2200; 3371; 3490; 6696; 8635; 8974; 9563; 10970; 79709; 57333; 60681	CP; RCN3; FKBP10; CTSC; H6PD; FBN1; P4HA2; COL6A1; COLGALT1; SPP1; IGFBP7; TNC; C3; SERPINH1; COL6A2; RNASET2; COL6A3; CKAP4	307	141
2.16436739024e-08	3.43671078047e-07	GO:0007155	b	2	cell adhesion	199; 240; 563; 1291; 1292; 1293; 1823; 2200; 3071; 3115; 3371; 3490; 3684; 3689; 3690; 3694; 3958; 5105; 5271; 5788; 5880; 6696; 7045; 7412; 8876; 9404; 10892; 11151; 83706; 23166; 30008; 63916; 64926	NCKAP1L; STAB1; LPXN; PCK1; RASAL3; DSC1; PTPRC; MALT1; HLA-DPB1; ITGB3; ITGB2; RAC2; ITGB6; ALOX5; VNN1; FBN1; SERPINB8; EFEMP2; IGFBP7; TNC; LGALS3; FERMT3; AZGP1; CORO1A; SPP1; ITGAM; COL6A1; TGFBI; COL6A3; COL6A2; AIF1; ELMO2; VCAM1	1457	445
2.2695259871e-08	3.43671078047e-07	GO:0009605	b	2	response to external stimulus	183; 199; 240; 306; 718; 730; 929; 1075; 1116; 1401; 1536; 1890; 2182; 2289; 2687; 3071; 3371; 3689; 3690; 3694; 3848; 3934; 3958; 4057; 4316; 4353; 4360; 5105; 5176; 5641; 5788; 5880; 6678; 6696; 6772; 7412; 8942; 10892; 11151; 11240; 117159; 23166; 63916	CRP; NCKAP1L; STAB1; LCN2; ITGB3; FKBP5; KRT1; PCK1; CHI3L1; AGT; MRC1; KYNU; STAT1; DCD; CD14; SPARC; C3; SPP1; C7; MALT1; ANXA3; ITGB2; RAC2; ITGB6; ALOX5; CTSC; CYBB; PADI2; SERPINF1; LTF; TNC; GGT5; LGALS3; LGMN; MPO; ACSL4; TYMP; CORO1A; PTPRC; MMP7; AIF1; ELMO2; VCAM1	2572	697
2.62036877248e-08	8.38518007192e-07	GO:0005201	m	2	extracellular matrix structural constituent	1116; 1291; 1292; 1293; 2200; 3371; 3490; 4147; 6678; 7045; 7837; 54829; 30008	MATN2; CHI3L1; ASPN; EFEMP2; FBN1; SPARC; IGFBP7; TNC; COL6A1; TGFBI; COL6A3; COL6A2; PXDN	169	71
